,State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
1916, NC,COLUMBUS ,714,56505,1263.6,978.44,0.03%
1917, NC,CRAVEN ,1137,103445,1099.13,868.1,0.04%
1918, NC,CUMBERLAND ,2559,327127,782.26,864.04,0.09%
1919, NC,CURRITUCK ,224,25809,867.91,758.07,0.01%
1920, NC,DARE ,366,35964,1017.68,750.71,0.01%
1921, NC,DAVIDSON ,1740,164926,1055.02,851.84,0.06%
1922, NC,DAVIE ,508,42013,1209.15,843.25,0.02%
1923, NC,DUPLIN ,550,58969,932.69,755.7,0.02%
1924, NC,DURHAM ,1979,306212,646.28,674.41,0.07%
1925, NC,EDGECOMBE ,670,53318,1256.61,975.2,0.02%
1926, NC,FORSYTH ,3296,371511,887.19,769.01,0.12%
1927, NC,FRANKLIN ,575,64705,888.65,767.89,0.02%
1928, NC,GASTON ,2289,216965,1055.01,925.66,0.08%
1929, NC,GATES ,119,11478,1036.77,758.49,0.00%
1930, NC,GRAHAM ,103,8558,1203.55,782.35,0.00%
1931, NC,GRANVILLE ,533,59031,902.92,753.03,0.02%
1932, NC,GREENE ,204,21168,963.72,825.54,0.01%
1933, NC,GUILFORD ,4372,521330,838.62,753,0.16%
1934, NC,HALIFAX ,656,51766,1267.24,907.77,0.02%
1935, NC,HARNETT ,982,130881,750.3,845.54,0.04%
1936, NC,HAYWOOD ,763,60682,1257.37,786.88,0.03%
1937, NC,HENDERSON ,1379,114209,1207.44,700.38,0.05%
1938, NC,HERTFORD ,263,24136,1089.66,824.13,0.01%
1939, NC,HOKE ,315,53262,591.42,814.56,0.01%
1940, NC,HYDE ,67,5517,1214.43,882.07,0.00%
1941, NC,IREDELL ,1567,172916,906.22,839.25,0.06%
1942, NC,JACKSON ,417,42241,987.19,857.44,0.02%
1943, NC,JOHNSTON ,1491,191450,778.79,815.76,0.05%
1944, NC,JONES ,106,9845,1076.69,640.53,0.00%
1945, NC,LEE ,541,59616,907.47,767.68,0.02%
1946, NC,LENOIR ,713,57307,1244.18,906.5,0.03%
1947, NC,LINCOLN ,818,81168,1007.79,861.11,0.03%
1948, NC,MCDOWELL ,539,45075,1195.78,886.64,0.02%
1949, NC,MACON ,487,34376,1416.69,822.04,0.02%
1950, NC,MADISON ,248,21340,1162.14,817.37,0.01%
1951, NC,MARTIN ,313,23172,1350.77,924.35,0.01%
1952, NC,MECKLENBURG ,6227,1054835,590.33,679.2,0.23%
1953, NC,MITCHELL ,221,15126,1461.06,896.83,0.01%
1954, NC,MONTGOMERY ,293,27418,1068.64,779.64,0.01%
1955, NC,MOORE ,1158,95776,1209.07,705.45,0.04%
1956, NC,NASH ,1058,94005,1125.47,901.14,0.04%
1957, NC,NEW HANOVER ,2005,223483,897.16,747.16,0.07%
1958, NC,NORTHAMPTON ,287,20000,1435,918.32,0.01%
1959, NC,ONSLOW ,1193,187136,637.5,862.43,0.04%
1960, NC,ORANGE ,825,141796,581.82,637.06,0.03%
1961, NC,PAMLICO ,166,12821,1294.75,745.09,0.01%
1962, NC,PASQUOTANK ,428,39864,1073.65,882.92,0.02%
1963, NC,PENDER ,607,59090,1027.25,855.81,0.02%
1964, NC,PERQUIMANS ,176,13335,1319.84,825.79,0.01%
1965, NC,PERSON ,437,39284,1112.41,838.7,0.02%
1966, NC,PITT ,1247,177220,703.65,761.67,0.05%
1967, NC,POLK ,299,20334,1470.44,686.64,0.01%
1968, NC,RANDOLPH ,1516,143416,1057.06,871.82,0.06%
1969, NC,RICHMOND ,564,44939,1255.03,1027.76,0.02%
1970, NC,ROBESON ,1435,133235,1077.04,1027.66,0.05%
1971, NC,ROCKINGHAM ,1165,91393,1274.71,924.4,0.04%
1972, NC,ROWAN ,1626,139933,1161.98,941.72,0.06%
1973, NC,RUTHERFORD ,849,66421,1278.21,909.69,0.03%
1974, NC,SAMPSON ,716,63124,1134.28,923.88,0.03%
1975, NC,SCOTLAND ,423,35244,1200.2,966.21,0.02%
1976, NC,STANLY ,714,60791,1174.52,909.5,0.03%
1977, NC,STOKES ,564,46097,1223.51,882.66,0.02%
1978, NC,SURRY ,906,72113,1256.36,889.12,0.03%
1979, NC,SWAIN ,178,14346,1240.76,927.5,0.01%
1980, NC,TRANSYLVANIA ,458,33482,1367.9,716.14,0.02%
1981, NC,TYRRELL ,44,4141,1062.55,777.23,0.00%
1982, NC,UNION ,1430,226606,631.05,729.8,0.05%
1983, NC,VANCE ,545,44244,1231.81,985.01,0.02%
1984, NC,WAKE ,5555,1046791,530.67,632.13,0.20%
1985, NC,WARREN ,275,19907,1381.42,875.69,0.01%
1986, NC,WASHINGTON ,159,12195,1303.81,821.05,0.01%
1987, NC,WATAUGA ,319,53922,591.6,558.31,0.01%
1988, NC,WAYNE ,1261,124150,1015.71,887.62,0.05%
1989, NC,WILKES ,860,68740,1251.09,884.01,0.03%
1990, NC,WILSON ,796,81661,974.76,781.59,0.03%
1991, NC,YADKIN ,430,37532,1145.69,835.91,0.02%
1992, NC,YANCEY ,221,17678,1250.14,818.7,0.01%
1993, ND,ADAMS ,39,2305,1691.97,830.22,0.00%
1994, ND,BARNES ,108,10926,988.47,608.6,0.00%
1995, ND,BENSON ,68,6739,1009.05,1050.58,0.00%
1996, ND,BILLINGS ,Suppressed,934,Suppressed,Suppressed,Suppressed
1997, ND,BOTTINEAU ,97,6579,1474.39,933.99,0.00%
1998, ND,BOWMAN ,26,3241,802.22,455.42,0.00%
1999, ND,BURKE ,24,2198,1091.9,816.48,0.00%
2000, ND,BURLEIGH ,719,94487,760.95,625.15,0.03%
2001, ND,CASS ,1118,175249,637.95,667.34,0.04%
2002, ND,CAVALIER ,42,3827,1097.47,511.7,0.00%
2003, ND,DICKEY ,72,5064,1421.8,789.66,0.00%
2004, ND,DIVIDE ,29,2413,1201.82,598.09,0.00%
2005, ND,DUNN ,36,4366,824.55,725.33,0.00%
2006, ND,EDDY ,49,2358,2078.03,940.45,0.00%
2007, ND,EMMONS ,51,3346,1524.21,727.03,0.00%
2008, ND,FOSTER ,44,3303,1332.12,732.68,0.00%
2009, ND,GOLDEN VALLEY ,12,1817,Unreliable,Unreliable,0.00%
2010, ND,GRAND FORKS ,491,71083,690.74,712.79,0.02%
2011, ND,GRANT ,28,2377,1177.96,522.06,0.00%
2012, ND,GRIGGS ,34,2277,1493.19,774.03,0.00%
2013, ND,HETTINGER ,32,2629,1217.19,720,0.00%
2014, ND,KIDDER ,18,2414,Unreliable,Unreliable,0.00%
2015, ND,LAMOURE ,47,4111,1143.27,533.02,0.00%
2016, ND,LOGAN ,33,1941,1700.15,797.92,0.00%
2017, ND,MCHENRY ,61,5963,1022.98,713.36,0.00%
2018, ND,MCINTOSH ,37,2656,1393.07,551.75,0.00%
2019, ND,MCKENZIE ,70,12621,554.63,793.27,0.00%
2020, ND,MCLEAN ,100,9729,1027.85,680.25,0.00%
2021, ND,MERCER ,76,8694,874.17,640.12,0.00%
2022, ND,MORTON ,316,30809,1025.67,848.19,0.01%
2023, ND,MOUNTRAIL ,88,10242,859.21,1002.28,0.00%
2024, ND,NELSON ,55,2960,1858.11,788.6,0.00%
2025, ND,OLIVER ,11,1870,Unreliable,Unreliable,0.00%
2026, ND,PEMBINA ,62,7069,877.07,459.64,0.00%
2027, ND,PIERCE ,52,4267,1218.65,616.61,0.00%
2028, ND,RAMSEY ,121,11547,1047.89,690.49,0.00%
2029, ND,RANSOM ,92,5404,1702.44,894.51,0.00%
2030, ND,RENVILLE ,36,2550,1411.76,905.43,0.00%
2031, ND,RICHLAND ,140,16353,856.11,605.02,0.01%
2032, ND,ROLETTE ,132,14659,900.47,1022.31,0.00%
2033, ND,SARGENT ,31,3890,796.92,493.79,0.00%
2034, ND,SHERIDAN ,13,1322,Unreliable,Unreliable,0.00%
2035, ND,SIOUX ,42,4469,939.81,1193.49,0.00%
2036, ND,SLOPE ,Suppressed,763,Suppressed,Suppressed,Suppressed
2037, ND,STARK ,223,31199,714.77,635.17,0.01%
2038, ND,STEELE ,25,1962,1274.21,888.88,0.00%
2039, ND,STUTSMAN ,236,21128,1117,757.28,0.01%
2040, ND,TOWNER ,22,2263,972.16,465.57,0.00%
2041, ND,TRAILL ,96,8030,1195.52,744.33,0.00%
2042, ND,WALSH ,150,10904,1375.64,798.38,0.01%
2043, ND,WARD ,446,70210,635.24,632.89,0.02%
2044, ND,WELLS ,59,4098,1439.73,679.33,0.00%
2045, ND,WILLIAMS ,223,34337,649.45,773.02,0.01%
2046, OH,ADAMS ,364,27907,1304.33,1080.57,0.01%
2047, OH,ALLEN ,1140,103742,1098.88,864.4,0.04%
2048, OH,ASHLAND ,611,53652,1138.82,840.35,0.02%
2049, OH,ASHTABULA ,1171,98231,1192.09,892.61,0.04%
2050, OH,ATHENS ,467,66186,705.59,804.53,0.02%
2051, OH,AUGLAIZE ,503,45894,1096,783.87,0.02%
2052, OH,BELMONT ,885,68673,1288.72,867.3,0.03%
2053, OH,BROWN ,518,43759,1183.76,905.87,0.02%
2054, OH,BUTLER ,3358,377537,889.45,842.54,0.12%
2055, OH,CARROLL ,295,27669,1066.18,734.13,0.01%
2056, OH,CHAMPAIGN ,429,38747,1107.18,887.11,0.02%
2057, OH,CLARK ,1797,134786,1333.22,987.48,0.07%
2058, OH,CLERMONT ,1765,203022,869.36,784.17,0.06%
2059, OH,CLINTON ,406,41902,968.93,812.32,0.01%
2060, OH,COLUMBIANA ,1304,103685,1257.66,898.26,0.05%
2061, OH,COSHOCTON ,399,36602,1090.1,810.59,0.01%
2062, OH,CRAWFORD ,549,42083,1304.56,880.96,0.02%
2063, OH,CUYAHOGA ,14003,1249352,1120.82,829,0.51%
2064, OH,DARKE ,614,51778,1185.83,826.22,0.02%
2065, OH,DEFIANCE ,395,38158,1035.17,784.9,0.01%
2066, OH,DELAWARE ,1089,196463,554.3,591.49,0.04%
2067, OH,ERIE ,972,75107,1294.15,884.67,0.04%
2068, OH,FAIRFIELD ,1279,152597,838.16,742.84,0.05%
2069, OH,FAYETTE ,363,28676,1265.87,994.81,0.01%
2070, OH,FRANKLIN ,9624,1264518,761.08,829.75,0.35%
2071, OH,FULTON ,416,42514,978.5,771.1,0.02%
2072, OH,GALLIA ,388,30015,1292.69,1027.8,0.01%
2073, OH,GEAUGA ,855,94060,908.99,655.93,0.03%
2074, OH,GREENE ,1437,164765,872.15,704.93,0.05%
2075, OH,GUERNSEY ,463,39063,1185.26,895.4,0.02%
2076, OH,HAMILTON ,7884,809099,974.42,828.76,0.29%
2077, OH,HANCOCK ,767,75872,1010.91,779.51,0.03%
2078, OH,HARDIN ,338,31474,1073.9,955.69,0.01%
2079, OH,HARRISON ,190,15307,1241.26,858.67,0.01%
2080, OH,HENRY ,268,27629,970,658.61,0.01%
2081, OH,HIGHLAND ,499,43029,1159.68,921.49,0.02%
2082, OH,HOCKING ,302,28340,1065.63,853.8,0.01%
2083, OH,HOLMES ,356,43936,810.27,789.81,0.01%
2084, OH,HURON ,560,58439,958.26,793.43,0.02%
2085, OH,JACKSON ,425,32505,1307.49,1099.65,0.02%
2086, OH,JEFFERSON ,970,66704,1454.19,1000,0.04%
2087, OH,KNOX ,661,60814,1086.92,852.11,0.02%
2088, OH,LAKE ,2535,228614,1108.86,787.63,0.09%
2089, OH,LAWRENCE ,810,60872,1330.66,1040.54,0.03%
2090, OH,LICKING ,1549,172198,899.55,774.95,0.06%
2091, OH,LOGAN ,516,45165,1142.48,907.29,0.02%
2092, OH,LORAIN ,3073,306365,1003.05,788.05,0.11%
2093, OH,LUCAS ,4611,432488,1066.16,893.58,0.17%
2094, OH,MADISON ,446,43419,1027.2,912.49,0.02%
2095, OH,MAHONING ,3036,230008,1319.95,862.14,0.11%
2096, OH,MARION ,783,65096,1202.84,970.1,0.03%
2097, OH,MEDINA ,1433,177221,808.59,666.6,0.05%
2098, OH,MEIGS ,331,23125,1431.35,1067.61,0.01%
2099, OH,MERCER ,439,40909,1073.11,773.25,0.02%
2100, OH,MIAMI ,1167,104679,1114.84,853.21,0.04%
2101, OH,MONROE ,172,14210,1210.42,762.16,0.01%
2102, OH,MONTGOMERY ,6218,531239,1170.47,899.77,0.23%
2103, OH,MORGAN ,168,14804,1134.83,772.24,0.01%
2104, OH,MORROW ,314,35036,896.22,743.9,0.01%
2105, OH,MUSKINGUM ,1015,86068,1179.3,906.72,0.04%
2106, OH,NOBLE ,143,14294,1000.42,686.54,0.01%
2107, OH,OTTAWA ,515,40636,1267.35,796.39,0.02%
2108, OH,PAULDING ,204,18865,1081.37,833.2,0.01%
2109, OH,PERRY ,365,35927,1015.95,925.35,0.01%
2110, OH,PICKAWAY ,592,57565,1028.4,887.56,0.02%
2111, OH,PIKE ,344,28160,1221.59,972.81,0.01%
2112, OH,PORTAGE ,1472,161921,909.09,807.57,0.05%
2113, OH,PREBLE ,484,41247,1173.42,933.76,0.02%
2114, OH,PUTNAM ,306,34056,898.52,688.5,0.01%
2115, OH,RICHLAND ,1447,121107,1194.81,876.49,0.05%
2116, OH,ROSS ,898,77000,1166.23,994.12,0.03%
2117, OH,SANDUSKY ,675,59330,1137.7,836.99,0.02%
2118, OH,SCIOTO ,1036,76088,1361.58,1059.82,0.04%
2119, OH,SENECA ,607,55353,1096.6,805.15,0.02%
2120, OH,SHELBY ,480,48623,987.19,815.18,0.02%
2121, OH,STARK ,4391,373612,1175.28,839.97,0.16%
2122, OH,SUMMIT ,5930,540300,1097.54,846.75,0.22%
2123, OH,TRUMBULL ,2566,201825,1271.4,866.13,0.09%
2124, OH,TUSCARAWAS ,1037,92420,1122.05,779.96,0.04%
2125, OH,UNION ,360,55457,649.15,718.77,0.01%
2126, OH,VAN WERT ,335,28362,1181.16,834.69,0.01%
2127, OH,VINTON ,147,12921,1137.68,979.9,0.01%
2128, OH,WARREN ,1766,227063,777.76,739.45,0.06%
2129, OH,WASHINGTON ,769,60610,1268.77,876.3,0.03%
2130, OH,WAYNE ,1155,116470,991.67,783,0.04%
2131, OH,WILLIAMS ,443,37017,1196.75,858.1,0.02%
2132, OH,WOOD ,1156,130219,887.74,777.91,0.04%
2133, OH,WYANDOT ,254,22118,1148.39,806.09,0.01%
2134, OK,ADAIR ,248,22098,1122.27,1042.03,0.01%
2135, OK,ALFALFA ,56,5827,961.04,701.23,0.00%
2136, OK,ATOKA ,171,13810,1238.23,977.92,0.01%
2137, OK,BEAVER ,54,5382,1003.34,725.83,0.00%
2138, OK,BECKHAM ,230,22519,1021.36,943.94,0.01%
2139, OK,BLAINE ,129,9643,1337.76,951.07,0.00%
2140, OK,BRYAN ,507,45573,1112.5,899.85,0.02%
2141, OK,CADDO ,358,29557,1211.22,1043.44,0.01%
2142, OK,CANADIAN ,941,136532,689.22,742.87,0.03%
2143, OK,CARTER ,555,48556,1143.01,941.35,0.02%
2144, OK,CHEROKEE ,451,48700,926.08,823.33,0.02%
2145, OK,CHOCTAW ,240,14885,1612.36,1211.17,0.01%
2146, OK,CIMARRON ,31,2162,1433.86,873.91,0.00%
2147, OK,CLEVELAND ,1899,278655,681.49,702.3,0.07%
2148, OK,COAL ,91,5651,1610.33,1078.34,0.00%
2149, OK,COMANCHE ,1072,122136,877.71,932.93,0.04%
2150, OK,COTTON ,94,5941,1582.23,1237.68,0.00%
2151, OK,CRAIG ,194,14625,1326.5,996.44,0.01%
2152, OK,CREEK ,891,71312,1249.44,985.75,0.03%
2153, OK,CUSTER ,265,29293,904.65,842.89,0.01%
2154, OK,DELAWARE ,499,41598,1199.58,832.82,0.02%
2155, OK,DEWEY ,65,4819,1348.83,986.71,0.00%
2156, OK,ELLIS ,65,4080,1593.14,1034.67,0.00%
2157, OK,GARFIELD ,755,62603,1206.01,968.83,0.03%
2158, OK,GARVIN ,344,27838,1235.72,987.69,0.01%
2159, OK,GRADY ,542,54655,991.68,888.71,0.02%
2160, OK,GRANT ,71,4465,1590.15,1009.25,0.00%
2161, OK,GREER ,69,5998,1150.38,777.55,0.00%
2162, OK,HARMON ,30,2704,1109.47,791.15,0.00%
2163, OK,HARPER ,38,3717,1022.33,685.06,0.00%
2164, OK,HASKELL ,160,12747,1255.2,869.17,0.01%
2165, OK,HUGHES ,206,13566,1518.5,1099.56,0.01%
2166, OK,JACKSON ,255,25497,1000.12,914.94,0.01%
2167, OK,JEFFERSON ,84,6230,1348.31,943.29,0.00%
2168, OK,JOHNSTON ,130,11087,1172.54,940.1,0.00%
2169, OK,KAY ,560,44943,1246.02,914.84,0.02%
2170, OK,KINGFISHER ,172,15638,1099.88,917.45,0.01%
2171, OK,KIOWA ,126,9077,1388.12,1060.2,0.00%
2172, OK,LATIMER ,146,10414,1401.96,999.05,0.01%
2173, OK,LE FLORE ,590,49873,1183,974.33,0.02%
2174, OK,LINCOLN ,409,35129,1164.28,946.74,0.01%
2175, OK,LOGAN ,373,46588,800.64,682.25,0.01%
2176, OK,LOVE ,110,9997,1100.33,868.26,0.00%
2177, OK,MCCLAIN ,372,38682,961.69,916.7,0.01%
2178, OK,MCCURTAIN ,459,32822,1398.45,1176.8,0.02%
2179, OK,MCINTOSH ,300,19815,1514,938.31,0.01%
2180, OK,MAJOR ,98,7772,1260.94,847.91,0.00%
2181, OK,MARSHALL ,188,16191,1161.14,819.03,0.01%
2182, OK,MAYES ,510,40920,1246.33,1000.82,0.02%
2183, OK,MURRAY ,184,13918,1322.03,1002.62,0.01%
2184, OK,MUSKOGEE ,950,69477,1367.36,1140.07,0.03%
2185, OK,NOBLE ,140,11384,1229.8,904.05,0.01%
2186, OK,NOWATA ,142,10419,1362.89,975.11,0.01%
2187, OK,OKFUSKEE ,173,12167,1421.88,1118.37,0.01%
2188, OK,OKLAHOMA ,7081,782970,904.38,887.86,0.26%
2189, OK,OKMULGEE ,523,39213,1333.74,1051.99,0.02%
2190, OK,OSAGE ,431,47806,901.56,674.7,0.02%
2191, OK,OTTAWA ,454,31691,1432.58,1108.73,0.02%
2192, OK,PAWNEE ,202,16485,1225.36,933.55,0.01%
2193, OK,PAYNE ,545,81131,671.75,741.24,0.02%
2194, OK,PITTSBURG ,591,44173,1337.92,1028.59,0.02%
2195, OK,PONTOTOC ,433,38330,1129.66,967.19,0.02%
2196, OK,POTTAWATOMIE ,892,72290,1233.92,1072.27,0.03%
2197, OK,PUSHMATAHA ,159,11057,1438,999.01,0.01%
2198, OK,ROGER MILLS ,42,3640,1153.85,842.39,0.00%
2199, OK,ROGERS ,897,91766,977.49,840.82,0.03%
2200, OK,SEMINOLE ,328,25207,1301.23,1028.51,0.01%
2201, OK,SEQUOYAH ,543,41294,1314.96,1070.68,0.02%
2202, OK,STEPHENS ,561,44090,1272.4,916.99,0.02%
2203, OK,TEXAS ,206,21098,976.4,1078.54,0.01%
2204, OK,TILLMAN ,91,7465,1219.02,962.5,0.00%
2205, OK,TULSA ,5797,642940,901.64,847.23,0.21%
2206, OK,WAGONER ,605,77679,778.85,719.48,0.02%
2207, OK,WASHINGTON ,651,52087,1249.83,857.18,0.02%
2208, OK,WASHITA ,150,11447,1310.39,981.07,0.01%
2209, OK,WOODS ,80,9201,869.47,679.91,0.00%
2210, OK,WOODWARD ,222,20814,1066.59,971.55,0.01%
2211, OR,BAKER ,190,16059,1183.14,679.42,0.01%
2212, OR,BENTON ,592,89385,662.3,585.28,0.02%
2213, OR,CLACKAMAS ,3511,408062,860.41,675.48,0.13%
2214, OR,CLATSOP ,397,38632,1027.65,763.26,0.01%
2215, OR,COLUMBIA ,473,50785,931.38,754.39,0.02%
2216, OR,COOS ,865,63761,1356.63,823.48,0.03%
2217, OR,CROOK ,257,22570,1138.68,746.06,0.01%
2218, OR,CURRY ,390,22713,1717.08,823.69,0.01%
2219, OR,DESCHUTES ,1474,181307,812.99,625.14,0.05%
2220, OR,DOUGLAS ,1452,108457,1338.78,794.27,0.05%
2221, OR,GILLIAM ,21,1854,1132.69,689.64,0.00%
2222, OR,GRANT ,95,7158,1327.19,679.46,0.00%
2223, OR,HARNEY ,100,7292,1371.37,899.33,0.00%
2224, OR,HOOD RIVER ,176,23232,757.58,613.6,0.01%
2225, OR,JACKSON ,2360,216527,1089.93,720.05,0.09%
2226, OR,JEFFERSON ,207,23080,896.88,757.34,0.01%
2227, OR,JOSEPHINE ,1244,85904,1448.13,849.27,0.05%
2228, OR,KLAMATH ,790,66443,1188.99,885.69,0.03%
2229, OR,LAKE ,114,7837,1454.64,882.43,0.00%
2230, OR,LANE ,3495,369519,945.82,711.63,0.13%
2231, OR,LINCOLN ,610,47806,1275.99,781.76,0.02%
2232, OR,LINN ,1314,122849,1069.61,817.73,0.05%
2233, OR,MALHEUR ,298,30439,979.01,801.79,0.01%
2234, OR,MARION ,2847,336316,846.53,744.31,0.10%
2235, OR,MORROW ,77,11274,682.99,656.65,0.00%
2236, OR,MULTNOMAH ,5679,799766,710.08,712.85,0.21%
2237, OR,POLK ,677,81823,827.4,649.84,0.02%
2238, OR,SHERMAN ,20,1710,1169.59,665.37,0.00%
2239, OR,TILLAMOOK ,322,26143,1231.69,780.89,0.01%
2240, OR,UMATILLA ,696,76456,910.33,810.49,0.03%
2241, OR,UNION ,263,26087,1008.16,712.06,0.01%
2242, OR,WALLOWA ,85,6946,1223.73,675.93,0.00%
2243, OR,WASCO ,322,26115,1233.01,819,0.01%
2244, OR,WASHINGTON ,3407,582779,584.61,584.12,0.12%
2245, OR,WHEELER ,15,1344,Unreliable,Unreliable,0.00%
2246, OR,YAMHILL ,943,105035,897.8,706.1,0.03%
2247, PA,ADAMS ,1047,102180,1024.66,715.01,0.04%
2248, PA,ALLEGHENY ,13815,1225365,1127.42,787.43,0.50%
2249, PA,ARMSTRONG ,912,66486,1371.72,891.89,0.03%
2250, PA,BEAVER ,2204,167429,1316.38,856.29,0.08%
2251, PA,BEDFORD ,586,48325,1212.62,756.83,0.02%
2252, PA,BERKS ,4061,414812,979,759.89,0.15%
2253, PA,BLAIR ,1638,124650,1314.08,856.41,0.06%
2254, PA,BRADFORD ,657,60770,1081.13,757.59,0.02%
2255, PA,BUCKS ,6033,626399,963.12,694.37,0.22%
2256, PA,BUTLER ,1976,186847,1057.55,756.08,0.07%
2257, PA,CAMBRIA ,1935,134732,1436.18,912.1,0.07%
2258, PA,CAMERON ,48,4677,1026.3,565.75,0.00%
2259, PA,CARBON ,820,63594,1289.43,889.58,0.03%
2260, PA,CENTRE ,966,161464,598.28,578.12,0.04%
2261, PA,CHESTER ,3882,516312,751.87,614.69,0.14%
2262, PA,CLARION ,427,38513,1108.72,806.99,0.02%
2263, PA,CLEARFIELD ,981,80596,1217.18,801.59,0.04%
2264, PA,CLINTON ,406,39233,1034.84,754.23,0.01%
2265, PA,COLUMBIA ,686,66420,1032.82,769.58,0.02%
2266, PA,CRAWFORD ,993,86257,1151.21,852.61,0.04%
2267, PA,CUMBERLAND ,2369,248506,953.3,693.46,0.09%
2268, PA,DAUPHIN ,2568,273707,938.23,760.85,0.09%
2269, PA,DELAWARE ,5618,563402,997.16,771.46,0.20%
2270, PA,ELK ,391,30480,1282.81,805.25,0.01%
2271, PA,ERIE ,2945,276207,1066.23,822.47,0.11%
2272, PA,FAYETTE ,1834,132733,1381.72,922.26,0.07%
2273, PA,FOREST ,87,7321,1188.36,838.94,0.00%
2274, PA,FRANKLIN ,1584,153851,1029.57,730.5,0.06%
2275, PA,FULTON ,164,14640,1120.22,838.53,0.01%
2276, PA,GREENE ,451,37197,1212.46,925.53,0.02%
2277, PA,HUNTINGDON ,469,45634,1027.74,735.3,0.02%
2278, PA,INDIANA ,950,86364,1100,810.78,0.03%
2279, PA,JEFFERSON ,538,44073,1220.7,802.45,0.02%
2280, PA,JUNIATA ,266,24863,1069.86,714.64,0.01%
2281, PA,LACKAWANNA ,2632,211321,1245.5,836.17,0.10%
2282, PA,LANCASTER ,5121,538500,950.97,692.85,0.19%
2283, PA,LAWRENCE ,1210,87294,1386.12,882.58,0.04%
2284, PA,LEBANON ,1486,138863,1070.12,732.62,0.05%
2285, PA,LEHIGH ,3400,363147,936.26,712.56,0.12%
2286, PA,LUZERNE ,3922,316383,1239.64,839.75,0.14%
2287, PA,LYCOMING ,1257,115248,1090.69,774.35,0.05%
2288, PA,MC KEAN ,507,41883,1210.52,826.24,0.02%
2289, PA,MERCER ,1463,112913,1295.69,819.09,0.05%
2290, PA,MIFFLIN ,516,46342,1113.46,720.52,0.02%
2291, PA,MONROE ,1479,166098,890.44,767.56,0.05%
2292, PA,MONTGOMERY ,7534,821725,916.85,649.64,0.27%
2293, PA,MONTOUR ,239,18343,1302.95,768.22,0.01%
2294, PA,NORTHAMPTON ,2970,302294,982.49,678.76,0.11%
2295, PA,NORTHUMBERLAND ,1169,92541,1263.22,827.4,0.04%
2296, PA,PERRY ,467,45820,1019.21,861.05,0.02%
2297, PA,PHILADELPHIA ,14508,1567872,925.33,889.3,0.53%
2298, PA,PIKE ,515,55562,926.89,639.98,0.02%
2299, PA,POTTER ,207,16885,1225.94,754.03,0.01%
2300, PA,SCHUYLKILL ,2052,143573,1429.24,955.29,0.07%
2301, PA,SNYDER ,349,40468,862.41,664.17,0.01%
2302, PA,SOMERSET ,986,75061,1313.6,806.78,0.04%
2303, PA,SULLIVAN ,83,6137,1352.45,732.59,0.00%
2304, PA,SUSQUEHANNA ,472,40862,1155.11,770.1,0.02%
2305, PA,TIOGA ,428,41467,1032.15,707.88,0.02%
2306, PA,UNION ,377,45565,827.39,595.66,0.01%
2307, PA,VENANGO ,623,52582,1184.82,773.3,0.02%
2308, PA,WARREN ,478,40025,1194.25,738.45,0.02%
2309, PA,WASHINGTON ,2543,207981,1222.71,829.58,0.09%
2310, PA,WAYNE ,642,50710,1266.02,872.93,0.02%
2311, PA,WESTMORELAND ,4604,355458,1295.23,816.76,0.17%
2312, PA,WYOMING ,304,27521,1104.61,774.42,0.01%
2313, PA,YORK ,4190,443744,944.24,749.4,0.15%
2314, RI,BRISTOL ,538,49067,1096.46,665.33,0.02%
2315, RI,KENT ,1673,164614,1016.32,700.31,0.06%
2316, RI,NEWPORT ,816,82784,985.7,661.97,0.03%
2317, RI,PROVIDENCE ,5612,633673,885.63,714.71,0.20%
2318, RI,WASHINGTON ,1096,126288,867.86,596.18,0.04%
2319, SC,ABBEVILLE ,328,24872,1318.75,932.41,0.01%
2320, SC,AIKEN ,1718,167458,1025.93,791.17,0.06%
2321, SC,ALLENDALE ,109,9045,1205.09,953.4,0.00%
2322, SC,ANDERSON ,2313,196569,1176.69,945.91,0.08%
2323, SC,BAMBERG ,196,14434,1357.9,972.96,0.01%
2324, SC,BARNWELL ,269,21483,1252.15,1031.3,0.01%
2325, SC,BEAUFORT ,1604,183149,875.79,566.56,0.06%
2326, SC,BERKELEY ,1503,210898,712.67,778.05,0.05%
2327, SC,CALHOUN ,165,14796,1115.17,773.63,0.01%
2328, SC,CHARLESTON ,3171,396484,799.78,711.62,0.12%
2329, SC,CHEROKEE ,617,56646,1089.22,952.7,0.02%
2330, SC,CHESTER ,405,32181,1258.51,1002.45,0.01%
2331, SC,CHESTERFIELD ,546,46013,1186.62,1004.03,0.02%
2332, SC,CLARENDON ,382,33951,1125.15,831.39,0.01%
2333, SC,COLLETON ,542,37923,1429.21,1091.83,0.02%
2334, SC,DARLINGTON ,869,67234,1292.5,1040.51,0.03%
2335, SC,DILLON ,401,30858,1299.5,1119.89,0.01%
2336, SC,DORCHESTER ,1180,153773,767.36,829.75,0.04%
2337, SC,EDGEFIELD ,235,26358,891.57,725.95,0.01%
2338, SC,FAIRFIELD ,291,22653,1284.6,976.79,0.01%
2339, SC,FLORENCE ,1516,138742,1092.68,954.65,0.06%
2340, SC,GEORGETOWN ,783,61399,1275.27,842.79,0.03%
2341, SC,GREENVILLE ,4424,498766,886.99,800.2,0.16%
