,State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
482, GA,LUMPKIN ,265,31445,842.74,774.33,0.01%
483, GA,MCDUFFIE ,225,21490,1047,898.35,0.01%
484, GA,MCINTOSH ,134,13927,962.16,650.76,0.00%
485, GA,MACON ,156,13450,1159.85,1062.86,0.01%
486, GA,MADISON ,292,28824,1013.04,893.73,0.01%
487, GA,MARION ,76,8524,891.6,747.98,0.00%
488, GA,MERIWETHER ,296,21074,1404.57,1043.6,0.01%
489, GA,MILLER ,89,5926,1501.86,1083.93,0.00%
490, GA,MITCHELL ,230,22459,1024.09,852.25,0.01%
491, GA,MONROE ,282,27306,1032.74,787.83,0.01%
492, GA,MONTGOMERY ,79,9060,871.96,764.26,0.00%
493, GA,MORGAN ,185,18170,1018.16,773.25,0.01%
494, GA,MURRAY ,406,39315,1032.68,1019.01,0.01%
495, GA,MUSCOGEE ,2094,197485,1060.33,1039.68,0.08%
496, GA,NEWTON ,808,106999,755.15,804.01,0.03%
497, GA,OCONEE ,240,36838,651.5,616.73,0.01%
498, GA,OGLETHORPE ,144,14921,965.08,766.35,0.01%
499, GA,PAULDING ,877,155825,562.81,720.1,0.03%
500, GA,PEACH ,339,26655,1271.81,1252.2,0.01%
501, GA,PICKENS ,359,30832,1164.37,878.69,0.01%
502, GA,PIERCE ,217,19171,1131.92,961.41,0.01%
503, GA,PIKE ,186,17941,1036.73,938.15,0.01%
504, GA,POLK ,506,41776,1211.22,1088.84,0.02%
505, GA,PULASKI ,129,11251,1146.56,795.56,0.00%
506, GA,PUTNAM ,250,21477,1164.04,823.65,0.01%
507, GA,QUITMAN ,18,2335,Unreliable,Unreliable,0.00%
508, GA,RABUN ,223,16559,1346.7,850.35,0.01%
509, GA,RANDOLPH ,93,7177,1295.81,811.35,0.00%
510, GA,RICHMOND ,2031,201647,1007.21,986.79,0.07%
511, GA,ROCKDALE ,706,89355,790.11,795.61,0.03%
512, GA,SCHLEY ,30,5098,588.47,563.2,0.00%
513, GA,SCREVEN ,143,14044,1018.23,798.44,0.01%
514, GA,SEMINOLE ,148,8468,1747.76,1123.59,0.01%
515, GA,SPALDING ,759,64806,1171.19,995.94,0.03%
516, GA,STEPHENS ,362,25751,1405.77,1147.68,0.01%
517, GA,STEWART ,62,5705,1086.77,935.14,0.00%
518, GA,SUMTER ,373,30389,1227.42,1084.13,0.01%
519, GA,TALBOT ,80,6171,1296.39,857.89,0.00%
520, GA,TALIAFERRO ,20,1593,1255.49,659.38,0.00%
521, GA,TATTNALL ,247,25092,984.38,1026.9,0.01%
522, GA,TAYLOR ,102,8232,1239.07,887.95,0.00%
523, GA,TELFAIR ,158,15965,989.66,771.88,0.01%
524, GA,TERRELL ,102,8967,1137.5,833.75,0.00%
525, GA,THOMAS ,517,45248,1142.59,895.25,0.02%
526, GA,TIFT ,420,40828,1028.71,949.31,0.02%
527, GA,TOOMBS ,317,27196,1165.61,1002.76,0.01%
528, GA,TOWNS ,194,11391,1703.1,860.21,0.01%
529, GA,TREUTLEN ,72,6637,1084.83,903.54,0.00%
530, GA,TROUP ,725,70005,1035.64,958.01,0.03%
531, GA,TURNER ,111,8030,1382.32,998.8,0.00%
532, GA,TWIGGS ,105,8171,1285.03,1001.71,0.00%
533, GA,UNION ,295,22928,1286.64,663.23,0.01%
534, GA,UPSON ,354,26335,1344.22,1028.41,0.01%
535, GA,WALKER ,884,67896,1301.99,1048.69,0.03%
536, GA,WALTON ,857,90184,950.28,875.54,0.03%
537, GA,WARE ,449,35738,1256.37,994.56,0.02%
538, GA,WARREN ,79,5442,1451.67,1015.92,0.00%
539, GA,WASHINGTON ,253,20457,1236.74,983.41,0.01%
540, GA,WAYNE ,354,30104,1175.92,1059.15,0.01%
541, GA,WEBSTER ,29,2599,1115.81,801.53,0.00%
542, GA,WHEELER ,57,7978,714.46,702.13,0.00%
543, GA,WHITE ,268,28884,927.85,709.55,0.01%
544, GA,WHITFIELD ,848,104589,810.79,803.85,0.03%
545, GA,WILCOX ,106,8761,1209.91,1000.33,0.00%
546, GA,WILKES ,143,9805,1458.44,936.54,0.01%
547, GA,WILKINSON ,140,9104,1537.79,1113.12,0.01%
548, GA,WORTH ,220,20748,1060.34,856.7,0.01%
549, HI,HAWAII ,1705,198449,859.16,642.95,0.06%
550, HI,HONOLULU ,7577,992605,763.34,564.95,0.28%
551, HI,KALAWAO ,Suppressed,88,Suppressed,Suppressed,Suppressed
552, HI,KAUAI ,555,72029,770.52,582.64,0.02%
553, HI,MAUI ,1076,165386,650.6,526.58,0.04%
554, ID,ADA ,2994,444028,674.28,655.89,0.11%
555, ID,ADAMS ,40,3900,1025.64,631.15,0.00%
556, ID,BANNOCK ,716,84377,848.57,852.5,0.03%
557, ID,BEAR LAKE ,56,5945,941.97,685.57,0.00%
558, ID,BENEWAH ,132,9092,1451.83,1059.62,0.00%
559, ID,BINGHAM ,396,45201,876.09,869.19,0.01%
560, ID,BLAINE ,107,21791,491.03,432.24,0.00%
561, ID,BOISE ,54,7124,758,574.1,0.00%
562, ID,BONNER ,445,42536,1046.17,705.66,0.02%
563, ID,BONNEVILLE ,875,112232,779.64,795.47,0.03%
564, ID,BOUNDARY ,112,11681,958.82,681.47,0.00%
565, ID,BUTTE ,25,2501,999.6,771.05,0.00%
566, ID,CAMAS ,Suppressed,1072,Suppressed,Suppressed,Suppressed
567, ID,CANYON ,1498,211698,707.61,746.11,0.05%
568, ID,CARIBOU ,63,6887,914.77,724.56,0.00%
569, ID,CASSIA ,185,23504,787.1,732.94,0.01%
570, ID,CLARK ,Suppressed,860,Suppressed,Suppressed,Suppressed
571, ID,CLEARWATER ,116,8497,1365.19,873.78,0.00%
572, ID,CUSTER ,41,4096,1000.98,584.09,0.00%
573, ID,ELMORE ,211,26018,810.98,858.36,0.01%
574, ID,FRANKLIN ,96,13406,716.1,659.55,0.00%
575, ID,FREMONT ,104,12943,803.52,703.31,0.00%
576, ID,GEM ,213,17184,1239.53,834.49,0.01%
577, ID,GOODING ,154,15185,1014.16,845.83,0.01%
578, ID,IDAHO ,193,16156,1194.6,723.89,0.01%
579, ID,JEFFERSON ,174,27839,625.02,713.33,0.01%
580, ID,JEROME ,190,22994,826.3,911.89,0.01%
581, ID,KOOTENAI ,1387,154311,898.83,718.7,0.05%
582, ID,LATAH ,242,39196,617.41,650.66,0.01%
583, ID,LEMHI ,89,7723,1152.4,676.81,0.00%
584, ID,LEWIS ,44,3853,1141.97,612.93,0.00%
585, ID,LINCOLN ,32,5271,607.1,625.87,0.00%
586, ID,MADISON ,113,39048,289.39,562.03,0.00%
587, ID,MINIDOKA ,153,20616,742.14,618.01,0.01%
588, ID,NEZ PERCE ,513,40369,1270.78,829.37,0.02%
589, ID,ONEIDA ,33,4343,759.84,530.98,0.00%
590, ID,OWYHEE ,96,11389,842.92,752.71,0.00%
591, ID,PAYETTE ,199,23026,864.24,733.67,0.01%
592, ID,POWER ,70,7654,914.55,931.84,0.00%
593, ID,SHOSHONE ,190,12452,1525.86,1000.69,0.01%
594, ID,TETON ,46,10960,419.71,633.52,0.00%
595, ID,TWIN FALLS ,765,83514,916.01,816.39,0.03%
596, ID,VALLEY ,86,10496,819.36,613.29,0.00%
597, ID,WASHINGTON ,105,10172,1032.25,611.89,0.00%
598, IL,ADAMS ,773,66578,1161.04,749.35,0.03%
599, IL,ALEXANDER ,101,6478,1559.12,1085.9,0.00%
600, IL,BOND ,183,16824,1087.73,809.5,0.01%
601, IL,BOONE ,408,53503,762.57,703.81,0.01%
602, IL,BROWN ,58,6762,857.73,784.55,0.00%
603, IL,BUREAU ,447,33359,1339.97,825.17,0.02%
604, IL,CALHOUN ,50,4894,1021.66,560.52,0.00%
605, IL,CARROLL ,177,14539,1217.42,706.33,0.01%
606, IL,CASS ,159,12676,1254.34,955.24,0.01%
607, IL,CHAMPAIGN ,1311,208419,629.02,659.85,0.05%
608, IL,CHRISTIAN ,415,33309,1245.91,840.88,0.02%
609, IL,CLARK ,179,15938,1123.1,771.57,0.01%
610, IL,CLAY ,181,13300,1360.9,888.84,0.01%
611, IL,CLINTON ,342,37729,906.46,685.01,0.01%
612, IL,COLES ,524,52343,1001.09,806.62,0.02%
613, IL,COOK ,40899,5203499,785.99,719.33,1.49%
614, IL,CRAWFORD ,254,19308,1315.52,881.59,0.01%
615, IL,CUMBERLAND ,109,10858,1003.87,732.3,0.00%
616, IL,DEKALB ,700,104528,669.68,703,0.03%
617, IL,DE WITT ,189,16226,1164.8,840.8,0.01%
618, IL,DOUGLAS ,181,19630,922.06,689.86,0.01%
619, IL,DUPAGE ,6329,929368,681,595.96,0.23%
620, IL,EDGAR ,227,17566,1292.27,822.75,0.01%
621, IL,EDWARDS ,73,6523,1119.12,726.17,0.00%
622, IL,EFFINGHAM ,303,34386,881.17,645.65,0.01%
623, IL,FAYETTE ,223,21789,1023.45,767.4,0.01%
624, IL,FORD ,209,13575,1539.59,934.58,0.01%
625, IL,FRANKLIN ,518,39156,1322.91,932.14,0.02%
626, IL,FULTON ,479,35536,1347.93,894.62,0.02%
627, IL,GALLATIN ,70,5212,1343.05,935.35,0.00%
628, IL,GREENE ,190,13093,1451.16,997.59,0.01%
629, IL,GRUNDY ,396,50437,785.14,762.42,0.01%
630, IL,HAMILTON ,98,8061,1215.73,782.3,0.00%
631, IL,HANCOCK ,220,18508,1188.68,684.34,0.01%
632, IL,HARDIN ,74,4024,1838.97,1163.94,0.00%
633, IL,HENDERSON ,86,6869,1252,732.21,0.00%
634, IL,HENRY ,561,49280,1138.39,777.23,0.02%
635, IL,IROQUOIS ,406,28334,1432.91,923.74,0.01%
636, IL,JACKSON ,450,58870,764.4,718.16,0.02%
637, IL,JASPER ,113,9536,1184.98,802.8,0.00%
638, IL,JEFFERSON ,407,38460,1058.24,791.58,0.01%
639, IL,JERSEY ,272,22025,1234.96,868.51,0.01%
640, IL,JO DAVIESS ,258,21770,1185.12,681.7,0.01%
641, IL,JOHNSON ,121,12902,937.84,703.41,0.00%
642, IL,KANE ,3165,531715,595.24,610.31,0.12%
643, IL,KANKAKEE ,1180,110008,1072.65,878.78,0.04%
644, IL,KENDALL ,560,124695,449.1,599.56,0.02%
645, IL,KNOX ,681,50938,1336.92,873.38,0.02%
646, IL,LAKE ,4503,703047,640.5,612.07,0.16%
647, IL,LASALLE ,1296,110642,1171.35,804.86,0.05%
648, IL,LAWRENCE ,213,16377,1300.6,955.72,0.01%
649, IL,LEE ,366,34251,1068.58,760.91,0.01%
650, IL,LIVINGSTON ,430,36526,1177.24,831.41,0.02%
651, IL,LOGAN ,363,29527,1229.38,885.04,0.01%
652, IL,MCDONOUGH ,320,30996,1032.39,821.07,0.01%
653, IL,MCHENRY ,2066,307004,672.96,676.39,0.08%
654, IL,MCLEAN ,1134,172418,657.7,659.95,0.04%
655, IL,MACON ,1215,106550,1140.31,799.92,0.04%
656, IL,MACOUPIN ,604,45908,1315.67,903.88,0.02%
657, IL,MADISON ,2772,265759,1043.05,825.52,0.10%
658, IL,MARION ,538,38140,1410.59,989.9,0.02%
659, IL,MARSHALL ,156,11939,1306.64,776.63,0.01%
660, IL,MASON ,184,13507,1362.26,851.55,0.01%
661, IL,MASSAC ,215,14658,1466.78,970.19,0.01%
662, IL,MENARD ,129,12516,1030.68,719.22,0.00%
663, IL,MERCER ,189,15730,1201.53,730.82,0.01%
664, IL,MONROE ,257,34068,754.37,552.1,0.01%
665, IL,MONTGOMERY ,368,28952,1271.07,830.48,0.01%
666, IL,MORGAN ,388,34277,1131.95,764.46,0.01%
667, IL,MOULTRIE ,194,14827,1308.42,840.12,0.01%
668, IL,OGLE ,501,51273,977.12,728.23,0.02%
669, IL,PEORIA ,1842,185006,995.64,820.81,0.07%
670, IL,PERRY ,233,21357,1090.98,814.87,0.01%
671, IL,PIATT ,176,16560,1062.8,772.1,0.01%
672, IL,PIKE ,209,15950,1310.34,837.86,0.01%
673, IL,POPE ,51,4157,1226.85,769.11,0.00%
674, IL,PULASKI ,72,5619,1281.37,796.61,0.00%
675, IL,PUTNAM ,61,5611,1087.15,747.45,0.00%
676, IL,RANDOLPH ,387,32621,1186.35,849.89,0.01%
677, IL,RICHLAND ,225,15930,1412.43,863.68,0.01%
678, IL,ROCK ISLAND ,1618,144784,1117.53,792.99,0.06%
679, IL,ST. CLAIR ,2486,262759,946.11,813.88,0.09%
680, IL,SALINE ,369,24307,1518.08,1058.75,0.01%
681, IL,SANGAMON ,1898,197499,961.02,755.08,0.07%
682, IL,SCHUYLER ,99,6923,1430.02,927.94,0.00%
683, IL,SCOTT ,63,5053,1246.78,868.91,0.00%
684, IL,SHELBY ,228,21717,1049.87,648.22,0.01%
685, IL,STARK ,67,5776,1159.97,677.51,0.00%
686, IL,STEPHENSON ,564,45624,1236.19,741.1,0.02%
687, IL,TAZEWELL ,1383,134385,1029.13,744.56,0.05%
688, IL,UNION ,213,17212,1237.51,831.53,0.01%
689, IL,VERMILION ,955,78111,1222.62,929.39,0.03%
690, IL,WABASH ,152,11492,1322.66,820.83,0.01%
691, IL,WARREN ,177,17378,1018.53,703.16,0.01%
692, IL,WASHINGTON ,174,14154,1229.33,806.55,0.01%
693, IL,WAYNE ,196,16396,1195.41,795.34,0.01%
694, IL,WHITE ,208,14292,1455.36,891.37,0.01%
695, IL,WHITESIDE ,656,56536,1160.32,761.42,0.02%
696, IL,WILL ,4501,689529,652.76,702.94,0.16%
697, IL,WILLIAMSON ,778,67560,1151.57,870.63,0.03%
698, IL,WINNEBAGO ,2892,285873,1011.64,813.61,0.11%
699, IL,WOODFORD ,377,39140,963.21,677.9,0.01%
700, IN,ADAMS ,323,35232,916.78,739.28,0.01%
701, IN,ALLEN ,3348,370404,903.88,833.59,0.12%
702, IN,BARTHOLOMEW ,748,81402,918.9,795.3,0.03%
703, IN,BENTON ,77,8650,890.17,698.11,0.00%
704, IN,BLACKFORD ,154,12149,1267.59,898.39,0.01%
705, IN,BOONE ,546,64653,844.51,823.77,0.02%
706, IN,BROWN ,161,14912,1079.67,763.28,0.01%
707, IN,CARROLL ,196,19970,981.47,733.27,0.01%
708, IN,CASS ,411,37946,1083.12,830.18,0.01%
709, IN,CLARK ,1232,116031,1061.79,959.04,0.04%
710, IN,CLAY ,312,26309,1185.91,922.13,0.01%
711, IN,CLINTON ,363,32457,1118.4,834.16,0.01%
712, IN,CRAWFORD ,118,10539,1119.65,928.64,0.00%
713, IN,DAVIESS ,342,32969,1037.34,912.86,0.01%
714, IN,DEARBORN ,504,49331,1021.67,870.19,0.02%
715, IN,DECATUR ,290,26598,1090.31,882.79,0.01%
716, IN,DE KALB ,429,42746,1003.6,837.79,0.02%
717, IN,DELAWARE ,1327,115603,1147.89,943.82,0.05%
718, IN,DUBOIS ,410,42552,963.53,731.52,0.01%
719, IN,ELKHART ,1789,203781,877.9,796.38,0.07%
720, IN,FAYETTE ,314,23331,1345.85,1005,0.01%
721, IN,FLOYD ,789,76990,1024.81,871.25,0.03%
722, IN,FOUNTAIN ,214,16486,1298.07,868.99,0.01%
723, IN,FRANKLIN ,208,22715,915.69,734.16,0.01%
724, IN,FULTON ,232,20139,1151.99,862.72,0.01%
725, IN,GIBSON ,380,33703,1127.5,862.64,0.01%
726, IN,GRANT ,811,66937,1211.59,905.21,0.03%
727, IN,GREENE ,405,32211,1257.33,919.29,0.01%
728, IN,HAMILTON ,1689,316373,533.86,604.58,0.06%
729, IN,HANCOCK ,680,73717,922.45,808.72,0.02%
730, IN,HARRISON ,418,39826,1049.57,877.71,0.02%
731, IN,HENDRICKS ,1127,160610,701.7,709.52,0.04%
732, IN,HENRY ,579,48521,1193.3,879.88,0.02%
733, IN,HOWARD ,1070,82568,1295.9,952.37,0.04%
734, IN,HUNTINGTON ,457,36400,1255.49,959.26,0.02%
735, IN,JACKSON ,453,44013,1029.24,866.07,0.02%
736, IN,JASPER ,321,33433,960.13,815.59,0.01%
737, IN,JAY ,231,21046,1097.6,894.05,0.01%
738, IN,JEFFERSON ,354,32418,1091.99,879.89,0.01%
739, IN,JENNINGS ,315,27758,1134.81,1038.79,0.01%
740, IN,JOHNSON ,1305,151982,858.65,789.32,0.05%
741, IN,KNOX ,423,37744,1120.71,889.25,0.02%
742, IN,KOSCIUSKO ,656,79092,829.41,712.59,0.02%
743, IN,LAGRANGE ,244,39110,623.88,631.21,0.01%
744, IN,LAKE ,4837,485846,995.58,835.82,0.18%
745, IN,LA PORTE ,1266,110015,1150.75,942.05,0.05%
746, IN,LAWRENCE ,551,45518,1210.51,877.1,0.02%
747, IN,MADISON ,1498,129296,1158.58,904.52,0.05%
748, IN,MARION ,8263,941229,877.89,903.64,0.30%
749, IN,MARSHALL ,483,46556,1037.46,779.13,0.02%
750, IN,MARTIN ,112,10171,1101.17,849.23,0.00%
751, IN,MIAMI ,385,35883,1072.93,866.41,0.01%
752, IN,MONROE ,1009,145496,693.49,735.21,0.04%
753, IN,MONTGOMERY ,404,38074,1061.09,802.78,0.01%
754, IN,MORGAN ,649,69698,931.16,816.9,0.02%
755, IN,NEWTON ,163,13924,1170.64,885.02,0.01%
756, IN,NOBLE ,455,47638,955.12,829.71,0.02%
757, IN,OHIO ,65,5932,1095.75,805.12,0.00%
758, IN,ORANGE ,246,19335,1272.3,976.02,0.01%
759, IN,OWEN ,249,20840,1194.82,991.92,0.01%
760, IN,PARKE ,171,16800,1017.86,812.68,0.01%
761, IN,PERRY ,218,18966,1149.43,864.62,0.01%
762, IN,PIKE ,166,12431,1335.37,958.93,0.01%
763, IN,PORTER ,1395,167791,831.39,717.3,0.05%
764, IN,POSEY ,230,25476,902.81,710.09,0.01%
765, IN,PULASKI ,145,12660,1145.34,841.61,0.01%
766, IN,PUTNAM ,365,37436,975,807.31,0.01%
767, IN,RANDOLPH ,277,25082,1104.38,787.53,0.01%
768, IN,RIPLEY ,297,28846,1029.61,773.1,0.01%
769, IN,RUSH ,208,16649,1249.32,919,0.01%
770, IN,ST. JOSEPH ,2687,269141,998.36,834.8,0.10%
771, IN,SCOTT ,330,23730,1390.64,1218.55,0.01%
772, IN,SHELBY ,482,44324,1087.45,868.9,0.02%
773, IN,SPENCER ,227,20648,1099.38,812.38,0.01%
774, IN,STARKE ,258,23009,1121.3,944.84,0.01%
775, IN,STEUBEN ,335,34116,981.94,777.48,0.01%
776, IN,SULLIVAN ,232,20802,1115.28,908.79,0.01%
777, IN,SWITZERLAND ,90,10527,854.94,716.98,0.00%
778, IN,TIPPECANOE ,1215,188059,646.07,741.49,0.04%
779, IN,TIPTON ,199,15182,1310.76,906.86,0.01%
780, IN,UNION ,79,7212,1095.4,845.88,0.00%
781, IN,VANDERBURGH ,1936,181721,1065.37,851.43,0.07%
782, IN,VERMILLION ,196,15645,1252.8,881.3,0.01%
783, IN,VIGO ,1154,107931,1069.2,904.49,0.04%
784, IN,WABASH ,456,31762,1435.68,934.22,0.02%
785, IN,WARREN ,101,8166,1236.84,845.78,0.00%
786, IN,WARRICK ,568,62498,908.83,726.86,0.02%
787, IN,WASHINGTON ,323,27670,1167.33,1001.87,0.01%
788, IN,WAYNE ,863,66568,1296.42,951.33,0.03%
789, IN,WELLS ,278,27949,994.67,712.66,0.01%
790, IN,WHITE ,297,23999,1237.55,829.21,0.01%
791, IN,WHITLEY ,305,33449,911.84,721.4,0.01%
792, IA,ADAIR ,105,7092,1480.54,753.92,0.00%
793, IA,ADAMS ,47,3693,1272.68,858.88,0.00%
794, IA,ALLAMAKEE ,152,13884,1094.79,652.65,0.01%
795, IA,APPANOOSE ,156,12462,1251.81,763.87,0.01%
796, IA,AUDUBON ,95,5678,1673.12,931.82,0.00%
797, IA,BENTON ,223,25699,867.74,624.67,0.01%
798, IA,BLACK HAWK ,1240,132904,933,768.65,0.05%
799, IA,BOONE ,299,26532,1126.94,803.21,0.01%
800, IA,BREMER ,218,24798,879.1,588.84,0.01%
801, IA,BUCHANAN ,196,20992,933.69,713.64,0.01%
802, IA,BUENA VISTA ,192,20332,944.32,664.4,0.01%
803, IA,BUTLER ,190,14791,1284.56,739.7,0.01%
804, IA,CALHOUN ,144,9846,1462.52,823.38,0.01%
805, IA,CARROLL ,230,20437,1125.41,681.6,0.01%
806, IA,CASS ,191,13157,1451.7,827.34,0.01%
807, IA,CEDAR ,199,18454,1078.36,692.82,0.01%
808, IA,CERRO GORDO ,539,43070,1251.45,780.18,0.02%
809, IA,CHEROKEE ,175,11508,1520.68,758.93,0.01%
810, IA,CHICKASAW ,136,12023,1131.17,719.67,0.00%
811, IA,CLARKE ,110,9309,1181.65,842.71,0.00%
812, IA,CLAY ,170,16333,1040.84,605.76,0.01%
813, IA,CLAYTON ,193,17590,1097.21,636.48,0.01%
814, IA,CLINTON ,577,47309,1219.64,816.77,0.02%
815, IA,CRAWFORD ,165,16940,974.03,700.49,0.01%
816, IA,DALLAS ,487,84516,576.22,589.84,0.02%
817, IA,DAVIS ,94,8860,1060.95,794.44,0.00%
818, IA,DECATUR ,86,8141,1056.38,721.62,0.00%
819, IA,DELAWARE ,170,17327,981.13,621.42,0.01%
820, IA,DES MOINES ,478,39739,1202.85,808.46,0.02%
821, IA,DICKINSON ,190,17243,1101.9,579.02,0.01%
822, IA,DUBUQUE ,867,97003,893.79,660.77,0.03%
823, IA,EMMET ,121,9658,1252.85,714.8,0.00%
824, IA,FAYETTE ,256,20054,1276.55,792.86,0.01%
825, IA,FLOYD ,170,15873,1071,624.19,0.01%
826, IA,FRANKLIN ,140,10170,1376.6,781.36,0.01%
827, IA,FREMONT ,86,6950,1237.41,788.22,0.00%
828, IA,GREENE ,138,9011,1531.46,888.75,0.01%
829, IA,GRUNDY ,144,12313,1169.5,681.9,0.01%
830, IA,GUTHRIE ,97,10625,912.94,538.67,0.00%
831, IA,HAMILTON ,168,15076,1114.35,679.83,0.01%
832, IA,HANCOCK ,118,10835,1089.06,654.33,0.00%
833, IA,HARDIN ,209,17226,1213.28,687.56,0.01%
834, IA,HARRISON ,171,14149,1208.57,753.06,0.01%
835, IA,HENRY ,215,19773,1087.34,740.57,0.01%
836, IA,HOWARD ,103,9332,1103.73,646.32,0.00%
837, IA,HUMBOLDT ,112,9487,1180.56,717.61,0.00%
838, IA,IDA ,103,6985,1474.59,729.62,0.00%
839, IA,IOWA ,174,16311,1066.76,674.18,0.01%
840, IA,JACKSON ,187,19472,960.35,620.68,0.01%
841, IA,JASPER ,363,36708,988.89,671.99,0.01%
842, IA,JEFFERSON ,170,18090,939.75,662.25,0.01%
843, IA,JOHNSON ,786,146547,536.35,612.49,0.03%
844, IA,JONES ,189,20439,924.7,605.85,0.01%
845, IA,KEOKUK ,122,10119,1205.65,737.45,0.00%
846, IA,KOSSUTH ,174,15114,1151.25,564.11,0.01%
847, IA,LEE ,437,34615,1262.46,893.95,0.02%
848, IA,LINN ,1806,221661,814.76,699.95,0.07%
849, IA,LOUISA ,109,11142,978.28,750.59,0.00%
850, IA,LUCAS ,111,8647,1283.68,749.9,0.00%
851, IA,LYON ,97,11754,825.25,546.63,0.00%
852, IA,MADISON ,157,15848,990.66,751.3,0.01%
853, IA,MAHASKA ,253,22181,1140.62,784.7,0.01%
854, IA,MARION ,334,33189,1006.36,752.12,0.01%
855, IA,MARSHALL ,472,40312,1170.87,828.41,0.02%
856, IA,MILLS ,117,14972,781.46,619.8,0.00%
857, IA,MITCHELL ,125,10763,1161.39,573.51,0.00%
858, IA,MONONA ,143,8898,1607.1,813.39,0.01%
859, IA,MONROE ,117,7870,1486.66,1009.19,0.00%
860, IA,MONTGOMERY ,125,10225,1222.49,705.69,0.00%
861, IA,MUSCATINE ,418,42940,973.45,799,0.02%
862, IA,O'BRIEN ,199,14020,1419.4,759.31,0.01%
863, IA,OSCEOLA ,86,6064,1418.21,853.11,0.00%
864, IA,PAGE ,213,15391,1383.93,791.92,0.01%
865, IA,PALO ALTO ,116,9047,1282.19,673.57,0.00%
866, IA,PLYMOUTH ,241,25200,956.35,636.41,0.01%
867, IA,POCAHONTAS ,100,6886,1452.22,778.79,0.00%
868, IA,POLK ,3489,474045,736.01,744.41,0.13%
869, IA,POTTAWATTAMIE ,938,93582,1002.33,798.47,0.03%
870, IA,POWESHIEK ,214,18533,1154.7,720.64,0.01%
871, IA,RINGGOLD ,84,5068,1657.46,864.67,0.00%
872, IA,SAC ,132,9876,1336.57,706.66,0.00%
873, IA,SCOTT ,1516,172474,878.97,740.08,0.06%
874, IA,SHELBY ,143,11800,1211.86,617.03,0.01%
875, IA,SIOUX ,262,34898,750.76,561.45,0.01%
876, IA,STORY ,551,97090,567.51,613.29,0.02%
877, IA,TAMA ,196,17319,1131.71,726.47,0.01%
878, IA,TAYLOR ,71,6216,1142.21,640.55,0.00%
879, IA,UNION ,151,12420,1215.78,815.74,0.01%
880, IA,VAN BUREN ,98,7271,1347.82,898.01,0.00%
881, IA,WAPELLO ,392,34982,1120.58,832.31,0.01%
882, IA,WARREN ,421,49691,847.24,717.24,0.02%
883, IA,WASHINGTON ,242,22281,1086.13,708.48,0.01%
884, IA,WAYNE ,78,6452,1208.93,768.49,0.00%
885, IA,WEBSTER ,435,36769,1183.06,860.36,0.02%
886, IA,WINNEBAGO ,128,10631,1204.03,705.79,0.00%
887, IA,WINNESHIEK ,201,20561,977.58,610.15,0.01%
888, IA,WOODBURY ,928,102779,902.91,814.77,0.03%
889, IA,WORTH ,103,7572,1360.27,924.81,0.00%
890, IA,WRIGHT ,159,12779,1244.23,650.56,0.01%
891, KS,ALLEN ,154,12714,1211.26,795.78,0.01%
892, KS,ANDERSON ,113,7827,1443.72,860.48,0.00%
893, KS,ATCHISON ,191,16380,1166.06,936.27,0.01%
894, KS,BARBER ,50,4688,1066.55,663.24,0.00%
895, KS,BARTON ,293,26775,1094.3,770.2,0.01%
896, KS,BOURBON ,192,14617,1313.54,888.3,0.01%
897, KS,BROWN ,118,9684,1218.5,820.89,0.00%
898, KS,BUTLER ,641,67025,956.36,820.83,0.02%
899, KS,CHASE ,45,2669,1686.02,962.91,0.00%
900, KS,CHAUTAUQUA ,60,3374,1778.3,1118.91,0.00%
901, KS,CHEROKEE ,247,20246,1219.99,915.9,0.01%
902, KS,CHEYENNE ,37,2661,1390.45,607.62,0.00%
903, KS,CLARK ,30,2072,1447.88,902.89,0.00%
904, KS,CLAY ,102,8143,1252.61,726.81,0.00%
905, KS,CLOUD ,146,9150,1595.63,904.2,0.01%
906, KS,COFFEY ,97,8433,1150.24,750.16,0.00%
907, KS,COMANCHE ,29,1862,1557.47,968.3,0.00%
908, KS,COWLEY ,435,35753,1216.68,909.32,0.02%
909, KS,CRAWFORD ,433,39164,1105.61,933.23,0.02%
910, KS,DECATUR ,48,2832,1694.92,758.58,0.00%
911, KS,DICKINSON ,240,19064,1258.92,795.71,0.01%
912, KS,DONIPHAN ,78,7664,1017.75,713.07,0.00%
913, KS,DOUGLAS ,649,119440,543.37,618.49,0.02%
914, KS,EDWARDS ,32,2938,1089.18,733.9,0.00%
915, KS,ELK ,40,2547,1570.48,943.71,0.00%
916, KS,ELLIS ,258,28893,892.95,774.15,0.01%
917, KS,ELLSWORTH ,86,6328,1359.04,859.94,0.00%
918, KS,FINNEY ,212,36722,577.31,674.48,0.01%
919, KS,FORD ,241,33971,709.43,742.54,0.01%
920, KS,FRANKLIN ,297,25560,1161.97,956.81,0.01%
921, KS,GEARY ,230,35586,646.32,936.7,0.01%
922, KS,GOVE ,41,2589,1583.62,834.85,0.00%
923, KS,GRAHAM ,33,2564,1287.05,680.4,0.00%
924, KS,GRANT ,51,7646,667.02,719.09,0.00%
925, KS,GRAY ,68,6034,1126.95,942.07,0.00%
926, KS,GREELEY ,23,1296,1774.69,1092.1,0.00%
927, KS,GREENWOOD ,109,6151,1772.07,1047.88,0.00%
