State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
TX,Borden,Suppressed,633,Suppressed,Suppressed,Suppressed
TX,Bosque,258,18097,1425.65,861.09,0.01%
TX,Bowie,954,93860,1016.41,843.93,0.03%
TX,Brazoria,2388,354195,674.2,759.85,0.09%
TX,Brazos,959,220417,435.08,625.45,0.03%
TX,Brewster,89,9200,967.39,684.77,0.00%
TX,Briscoe,25,1474,1696.07,1063.72,0.00%
TX,Brooks,69,7214,956.47,730.49,0.00%
TX,Brown,503,38271,1314.31,946.27,0.02%
TX,Burleson,246,17760,1385.14,943.2,0.01%
TX,Burnet,489,46243,1057.46,708.67,0.02%
TX,Caldwell,329,41161,799.3,745.61,0.01%
TX,Calhoun,203,21965,924.2,766.88,0.01%
TX,Callahan,187,13820,1353.11,947.59,0.01%
TX,Cameron,2728,422135,646.24,642.59,0.10%
TX,Camp,156,12867,1212.4,992.51,0.01%
TX,Carson,58,6057,957.57,763.05,0.00%
TX,Cass,431,30375,1418.93,938.91,0.02%
TX,Castro,50,7669,651.98,596.74,0.00%
TX,Chambers,281,39899,704.28,822.15,0.01%
TX,Cherokee,553,51668,1070.29,896.63,0.02%
TX,Childress,89,7052,1262.05,1085.68,0.00%
TX,Clay,118,10193,1157.66,788.36,0.00%
TX,Cochran,30,2882,1040.94,948.14,0.00%
TX,Coke,56,3264,1715.69,921.21,0.00%
TX,Coleman,122,8420,1448.93,971.51,0.00%
TX,Collin,4208,939585,447.86,562.08,0.15%
TX,Collingsworth,39,3016,1293.1,965.94,0.00%
TX,Colorado,263,21019,1251.25,789.21,0.01%
TX,Comal,1152,134788,854.68,688.24,0.04%
TX,Comanche,171,13484,1268.17,795.04,0.01%
TX,Concho,31,4279,724.47,636.8,0.00%
TX,Cooke,408,39266,1039.07,806.23,0.01%
TX,Coryell,461,74686,617.25,816.62,0.02%
TX,Cottle,26,1402,1854.49,1202.68,0.00%
TX,Crane,27,4830,559.01,556.34,0.00%
TX,Crockett,35,3675,952.38,823.01,0.00%
TX,Crosby,66,5992,1101.47,826.5,0.00%
TX,Culberson,24,2198,1091.9,793,0.00%
TX,Dallam,48,7056,680.27,917.2,0.00%
TX,Dallas,16048,2574984,623.23,740.85,0.58%
TX,Dawson,126,13111,961.03,823.02,0.00%
TX,Deaf Smith,150,18830,796.6,784.21,0.01%
TX,Delta,71,5215,1361.46,987.61,0.00%
TX,Denton,3627,806180,449.9,622.53,0.13%
TX,Dewitt,271,20865,1298.83,874.67,0.01%
TX,Dickens,28,2184,1282.05,843.24,0.00%
TX,Dimmit,98,10794,907.91,809.67,0.00%
TX,Donley,53,3405,1556.53,977.77,0.00%
TX,Duval,121,11428,1058.8,833.86,0.00%
TX,Eastland,263,18274,1439.2,934.37,0.01%
TX,Ector,1170,157462,743.04,907.65,0.04%
TX,Edwards,24,1911,1255.89,761.81,0.00%
TX,El Paso,5218,837918,622.73,645.6,0.19%
TX,Ellis,1228,168499,728.79,782.95,0.04%
TX,Erath,352,41659,844.96,811.88,0.01%
TX,Falls,193,17273,1117.35,880.3,0.01%
TX,Fannin,461,34031,1354.65,1019.99,0.02%
TX,Fayette,298,25149,1184.94,670,0.01%
TX,Fisher,48,3854,1245.46,722.08,0.00%
TX,Floyd,64,5917,1081.63,755.33,0.00%
TX,Foard,20,1183,1690.62,1054.52,0.00%
TX,Fort Bend,3160,741237,426.31,535.88,0.12%
TX,Franklin,123,10607,1159.61,832.64,0.00%
TX,Freestone,194,19624,988.59,719.15,0.01%
TX,Frio,128,18956,675.25,750.18,0.00%
TX,Gaines,120,20478,585.99,767.59,0.00%
TX,Galveston,2776,329431,842.67,812.37,0.10%
TX,Garza,33,6442,512.26,552.22,0.00%
TX,Gillespie,357,26521,1346.1,653.79,0.01%
TX,Glasscock,Suppressed,1314,Suppressed,Suppressed,Suppressed
TX,Goliad,104,7517,1383.53,958.92,0.00%
TX,Gonzales,214,20876,1025.1,845.81,0.01%
TX,Gray,260,22725,1144.11,964.22,0.01%
TX,Grayson,1357,128235,1058.21,846.95,0.05%
TX,Gregg,1250,123745,1010.14,880.83,0.05%
TX,Grimes,283,27671,1022.73,842.05,0.01%
TX,Guadalupe,1096,155265,705.89,695.74,0.04%
TX,Hale,308,34263,898.93,889.61,0.01%
TX,Hall,43,3138,1370.3,828.21,0.00%
TX,Hamilton,149,8304,1794.32,980.72,0.01%
TX,Hansford,46,5538,830.62,728.18,0.00%
TX,Hardeman,49,3906,1254.48,895.35,0.00%
TX,Hardin,610,56322,1083.06,930.45,0.02%
TX,Harris,25997,4589928,566.39,703.56,0.95%
TX,Harrison,692,66534,1040.07,891,0.03%
TX,Hartley,52,5747,904.82,701.46,0.00%
TX,Haskell,85,5681,1496.22,970.05,0.00%
TX,Hays,1088,204470,532.11,686.04,0.04%
TX,Hemphill,37,4129,896.1,840.24,0.00%
TX,Henderson,1081,79901,1352.92,929.6,0.04%
TX,Hidalgo,4341,849843,510.8,590.12,0.16%
TX,Hill,453,35077,1291.44,904.75,0.02%
TX,Hockley,215,23275,923.74,892.71,0.01%
TX,Hood,676,56857,1188.95,737.97,0.02%
TX,Hopkins,363,36400,997.25,770.66,0.01%
TX,Houston,302,22754,1327.24,890.15,0.01%
TX,Howard,366,36708,997.06,961.7,0.01%
TX,Hudspeth,23,4053,567.48,522.89,0.00%
TX,Hunt,927,92073,1006.81,879.5,0.03%
TX,Hutchinson,242,21511,1125.01,949.43,0.01%
TX,Irion,15,1557,Unreliable,Unreliable,0.00%
TX,Jack,103,8744,1177.95,986.83,0.00%
TX,Jackson,151,14869,1015.54,796.07,0.01%
TX,Jasper,419,35648,1175.38,910.65,0.02%
TX,Jeff Davis,15,2200,Unreliable,Unreliable,0.00%
TX,Jefferson,2549,254679,1000.87,909.17,0.09%
TX,Jim Hogg,46,5146,893.9,941.78,0.00%
TX,Jim Wells,369,41149,896.74,828.05,0.01%
TX,Johnson,1418,163274,868.48,873.65,0.05%
TX,Jones,188,20009,939.58,846.58,0.01%
TX,Karnes,121,15254,793.23,696.8,0.00%
TX,Kaufman,918,118350,775.67,856.62,0.03%
TX,Kendall,379,42540,890.93,635.42,0.01%
TX,Kenedy,Suppressed,404,Suppressed,Suppressed,Suppressed
TX,Kent,Suppressed,769,Suppressed,Suppressed,Suppressed
TX,Kerr,724,51504,1405.72,751.49,0.03%
TX,Kimble,55,4423,1243.5,678.32,0.00%
TX,King,Suppressed,289,Suppressed,Suppressed,Suppressed
TX,Kinney,29,3590,807.8,479.25,0.00%
TX,Kleberg,276,31690,870.94,879.69,0.01%
TX,Knox,52,3806,1366.26,966.05,0.00%
TX,La Salle,65,7613,853.8,869.86,0.00%
TX,Lamar,564,49791,1132.73,844.32,0.02%
TX,Lamb,162,13275,1220.34,965.51,0.01%
TX,Lampasas,220,20760,1059.73,765,0.01%
TX,Lavaca,248,19809,1251.96,734.27,0.01%
TX,Lee,182,17055,1067.14,819.86,0.01%
TX,Leon,211,17299,1219.72,871.74,0.01%
TX,Liberty,829,81704,1014.64,1041.09,0.03%
TX,Limestone,263,23468,1120.67,869.32,0.01%
TX,Lipscomb,28,3487,802.98,669.31,0.00%
TX,Live Oak,130,12056,1078.3,742.32,0.00%
TX,Llano,300,20362,1473.33,702.72,0.01%
TX,Loving,Suppressed,113,Suppressed,Suppressed,Suppressed
TX,Lubbock,2438,303137,804.26,838.1,0.09%
TX,Lynn,62,5711,1085.62,916.93,0.00%
TX,Madison,134,13987,958.03,879.63,0.00%
TX,Marion,174,10147,1714.79,1122.73,0.01%
TX,Martin,42,5723,733.88,821.03,0.00%
TX,Mason,51,4111,1240.57,720.31,0.00%
TX,Matagorda,426,37187,1145.56,971.4,0.02%
TX,Maverick,403,57685,698.62,771.81,0.01%
TX,Mcculloch,77,8172,942.24,576.69,0.00%
TX,Mclennan,2033,247934,819.98,747.47,0.07%
TX,Mcmullen,Suppressed,804,Suppressed,Suppressed,Suppressed
TX,Medina,412,49283,835.99,726.67,0.02%
TX,Menard,41,2123,1931.23,1031.63,0.00%
TX,Midland,1096,162565,674.19,761.14,0.04%
TX,Milam,308,24871,1238.39,851.71,0.01%
TX,Mills,68,4907,1385.78,837.97,0.00%
TX,Mitchell,107,8720,1227.06,1144.59,0.00%
TX,Montague,258,19414,1328.94,925.5,0.01%
TX,Montgomery,3627,556203,652.1,687.98,0.13%
TX,Moore,141,22120,637.43,748.46,0.01%
TX,Morris,177,12593,1405.54,1013.35,0.01%
TX,Motley,16,1160,Unreliable,Unreliable,0.00%
TX,Nacogdoches,543,65806,825.15,816.21,0.02%
TX,Navarro,563,48523,1160.27,950,0.02%
TX,Newton,158,14003,1128.33,899.07,0.01%
TX,Nolan,175,14993,1167.21,901.13,0.01%
TX,Nueces,2914,361350,806.42,760.16,0.11%
TX,Ochiltree,82,10306,795.65,948.25,0.00%
TX,Oldham,11,2076,Unreliable,Unreliable,0.00%
TX,Orange,995,84964,1171.08,986.9,0.04%
TX,Palo Pinto,348,28053,1240.51,957.57,0.01%
TX,Panola,293,23492,1247.23,1011.7,0.01%
TX,Parker,1152,129441,889.98,805.99,0.04%
TX,Parmer,69,9776,705.81,654.66,0.00%
TX,Pecos,131,15970,820.29,842.79,0.00%
TX,Polk,632,47916,1318.97,1094.28,0.02%
TX,Potter,1213,120832,1003.87,1005.64,0.04%
TX,Presidio,42,6958,603.62,420.75,0.00%
TX,Rains,154,11314,1361.15,958.26,0.01%
TX,Randall,1083,132501,817.35,784.25,0.04%
TX,Reagan,39,3608,1080.93,1310,0.00%
TX,Real,61,3389,1799.94,956.94,0.00%
TX,Red River,164,12207,1343.49,858.69,0.01%
TX,Reeves,115,14921,770.73,785.49,0.00%
TX,Refugio,99,7321,1352.27,966.99,0.00%
TX,Roberts,Suppressed,916,Suppressed,Suppressed,Suppressed
TX,Robertson,199,16751,1187.99,896.81,0.01%
TX,Rockwall,518,93978,551.19,570.98,0.02%
TX,Runnels,139,10448,1330.4,823.6,0.01%
TX,Rusk,523,52732,991.81,841.23,0.02%
TX,Sabine,200,10303,1941.18,1078.78,0.01%
TX,San Augustine,143,8320,1718.75,1080.38,0.01%
TX,San Jacinto,343,27707,1237.95,912.95,0.01%
TX,San Patricio,611,67655,903.11,857.28,0.02%
TX,San Saba,82,5944,1379.54,902.26,0.00%
TX,Schleicher,26,3056,850.79,747.99,0.00%
TX,Scurry,166,17333,957.71,839.41,0.01%
TX,Shackelford,31,3315,935.14,729.26,0.00%
TX,Shelby,283,25579,1106.38,939.11,0.01%
TX,Sherman,17,3068,Unreliable,Unreliable,0.00%
TX,Smith,2033,225290,902.39,753.37,0.07%
TX,Somervell,88,8775,1002.85,750.31,0.00%
TX,Starr,408,64122,636.29,708.4,0.01%
TX,Stephens,117,9906,1181.1,903.07,0.00%
TX,Sterling,13,1367,Unreliable,Unreliable,0.00%
TX,Stonewall,Suppressed,1426,Suppressed,Suppressed,Suppressed
TX,Sutton,31,3869,801.24,701.49,0.00%
TX,Swisher,79,7466,1058.13,785.34,0.00%
TX,Tarrant,12899,2016872,639.55,737.11,0.47%
TX,Taylor,1323,136535,968.98,881.26,0.05%
TX,Terrell,11,812,Unreliable,Unreliable,0.00%
TX,Terry,127,12799,992.27,886.91,0.00%
TX,Throckmorton,22,1533,1435.09,804.31,0.00%
TX,Titus,275,32592,843.77,814.97,0.01%
TX,Tom Green,1030,118386,870.04,755.7,0.04%
TX,Travis,5474,1199323,456.42,610.71,0.20%
TX,Trinity,258,14442,1786.46,1159.36,0.01%
TX,Tyler,260,21320,1219.51,884.66,0.01%
TX,Upshur,473,40969,1154.53,934.53,0.02%
TX,Upton,24,3673,653.42,608.53,0.00%
TX,Uvalde,244,27285,894.26,742.62,0.01%
TX,Val Verde,361,48881,738.53,688.55,0.01%
TX,Van Zandt,664,54355,1221.6,871.88,0.02%
TX,Victoria,829,92467,896.54,784.84,0.03%
TX,Walker,537,71484,751.22,794.99,0.02%
TX,Waller,326,50115,650.5,736.35,0.01%
TX,Ward,121,11600,1043.1,945,0.00%
TX,Washington,361,35056,1029.78,647.05,0.01%
TX,Webb,1397,271193,515.13,680.59,0.05%
TX,Wharton,437,41735,1047.08,829.36,0.02%
TX,Wheeler,59,5546,1063.83,825.76,0.00%
TX,Wichita,1363,131838,1033.84,917.29,0.05%
TX,Wilbarger,159,12892,1233.32,912.76,0.01%
TX,Willacy,176,21810,806.97,799.75,0.01%
TX,Williamson,2768,528718,523.53,599.91,0.10%
TX,Wilson,354,48480,730.2,618.46,0.01%
TX,Winkler,61,7893,772.84,890.1,0.00%
TX,Wise,658,64455,1020.87,972.7,0.02%
TX,Wood,618,44227,1397.34,816.89,0.02%
TX,Yoakum,61,8488,718.66,777.5,0.00%
TX,Young,275,18152,1514.98,1030.73,0.01%
TX,Zapata,110,14349,766.6,885.41,0.00%
TX,Zavala,114,12023,948.18,932.12,0.00%
UT,Beaver,54,6463,835.53,1191,0.00%
UT,Box Elder,376,53139,707.58,762.21,0.01%
UT,Cache,577,122753,470.05,646.52,0.02%
UT,Carbon,237,20399,1161.82,1040.03,0.01%
UT,Daggett,10,1095,Unreliable,Unreliable,0.00%
UT,Davis,1789,342281,522.67,684.24,0.07%
UT,Duchesne,134,20337,658.9,766.4,0.00%
UT,Emery,110,10216,1076.74,974.46,0.00%
UT,Garfield,49,4986,982.75,749.59,0.00%
UT,Grand,85,9579,887.36,763.59,0.00%
UT,Iron,333,49937,666.84,796.83,0.01%
UT,Juab,70,11010,635.79,774.14,0.00%
UT,Kane,75,7334,1022.63,773.8,0.00%
UT,Millard,113,12694,890.18,718.41,0.00%
UT,Morgan,66,11437,577.07,773.19,0.00%
UT,Piute,15,1466,Unreliable,Unreliable,0.00%
UT,Rich,10,2319,Unreliable,Unreliable,0.00%
UT,Salt Lake,6774,1121354,604.09,736.93,0.25%
UT,San Juan,112,16895,662.92,803.26,0.00%
UT,Sanpete,194,29409,659.66,697.31,0.01%
UT,Sevier,195,21267,916.91,845.26,0.01%
UT,Summit,172,40307,426.72,563.72,0.01%
UT,Tooele,350,64833,539.85,741.92,0.01%
UT,Uintah,236,36373,648.83,810.86,0.01%
UT,Utah,2480,592299,418.71,690.6,0.09%
UT,Wasatch,147,30528,481.53,729.78,0.01%
UT,Washington,1306,160245,815,577.51,0.05%
UT,Wayne,28,2702,1036.27,838.98,0.00%
UT,Weber,1816,247560,733.56,811.9,0.07%
VA,Accomack,430,32947,1305.13,876.33,0.02%
VA,Albemarle,782,106878,731.68,518.11,0.03%
VA,Alexandria City,669,155810,429.37,506.66,0.02%
VA,Alleghany,228,15595,1462.01,893.84,0.01%
VA,Amelia,159,12913,1231.32,911.91,0.01%
VA,Amherst,332,31633,1049.54,747.13,0.01%
VA,Appomattox,198,15475,1279.48,945.17,0.01%
VA,Arlington,928,230050,403.39,511.62,0.03%
VA,Augusta,720,74997,960.04,676.77,0.03%
VA,Bath,61,4476,1362.82,779.64,0.00%
VA,Bedford,830,77960,1064.65,794.85,0.03%
VA,Bland,80,6513,1228.31,847.69,0.00%
VA,Botetourt,330,33231,993.05,674.2,0.01%
VA,Bristol City,350,16960,2063.68,1500.7,0.01%
VA,Brunswick,205,16243,1262.08,878.84,0.01%
VA,Buchanan,328,22178,1478.94,1097.1,0.01%
VA,Buckingham,168,17048,985.45,792.94,0.01%
VA,Buena Vista City,77,6452,1193.43,1592.59,0.00%
VA,Campbell,578,54952,1051.83,778.09,0.02%
VA,Caroline,273,30178,904.63,822.6,0.01%
VA,Carroll,367,29531,1242.76,800.14,0.01%
VA,Charles City,89,7071,1258.66,891.9,0.00%
VA,Charlotte,151,12129,1244.95,846.43,0.01%
VA,Charlottesville City,275,46912,586.2,748.59,0.01%
VA,Chesapeake City,1752,237940,736.32,770.61,0.06%
VA,Chesterfield,2392,339009,705.59,699.13,0.09%
VA,Clarke,173,14374,1203.56,846.54,0.01%
VA,Colonial Heights City,280,17772,1575.51,1005.38,0.01%
VA,Covington City,124,5518,2247.19,1642.25,0.00%
VA,Craig,53,5158,1027.53,690.07,0.00%
VA,Culpeper,418,50083,834.61,775.08,0.02%
VA,Cumberland,101,9652,1046.42,786.82,0.00%
VA,Danville City,674,41898,1608.67,1076.38,0.02%
VA,Dickenson,220,14968,1469.8,1087.54,0.01%
VA,Dinwiddie,259,28144,920.27,779.63,0.01%
VA,Emporia City,52,5305,980.21,654.38,0.00%
VA,Essex,130,11123,1168.75,758.84,0.00%
VA,Fairfax,5060,1138652,444.39,466.98,0.18%
VA,Fairfax City,246,24164,1018.04,751.53,0.01%
VA,Falls Church City,96,14014,685.03,754.22,0.00%
VA,Fauquier,556,69069,804.99,709.91,0.02%
VA,Floyd,149,15731,947.17,621.65,0.01%
VA,Fluvanna,192,26271,730.84,546.27,0.01%
VA,Franklin,581,56069,1036.22,739.04,0.02%
VA,Franklin City,149,8306,1793.88,1340.53,0.01%
VA,Frederick,705,84421,835.1,705.1,0.03%
VA,Fredericksburg City,200,28297,706.79,788.79,0.01%
VA,Galax City,180,6775,2656.83,1700,0.01%
VA,Giles,223,16857,1322.89,923.75,0.01%
VA,Gloucester,414,37214,1112.48,865.13,0.02%
VA,Goochland,179,22668,789.66,571.32,0.01%
VA,Grayson,205,15107,1356.99,852.3,0.01%
VA,Greene,142,19371,733.05,643.03,0.01%
VA,Greensville,138,11706,1178.88,1023.52,0.01%
VA,Halifax,500,34992,1428.9,956.26,0.02%
VA,Hampton City,1255,135410,926.81,845.39,0.05%
VA,Hanover,902,104392,864.05,700.08,0.03%
VA,Harrisonburg City,321,53078,604.77,803.66,0.01%
VA,Henrico,2786,326501,853.29,729.41,0.10%
VA,Henry,698,51445,1356.79,885.76,0.03%
VA,Highland,21,2216,947.65,513.48,0.00%
VA,Hopewell City,313,22735,1376.73,1178.15,0.01%
VA,Isle Of Wight,342,36596,934.53,721.94,0.01%
VA,James City,776,74404,1042.95,618.87,0.03%
VA,King And Queen,94,7159,1313.03,825.61,0.00%
VA,King George,172,25984,661.95,693.49,0.01%
VA,King William,153,16334,936.7,861.26,0.01%
VA,Lancaster,212,10972,1932.19,776.58,0.01%
VA,Lee,276,24179,1141.49,848.96,0.01%
VA,Lexington City,79,7045,1121.36,958.27,0.00%
VA,Loudoun,1441,385945,373.37,522.11,0.05%
VA,Louisa,337,35236,956.41,792.77,0.01%
VA,Lunenburg,153,12273,1246.64,863.59,0.01%
VA,Lynchburg City,733,80212,913.83,784.18,0.03%
VA,Madison,158,13078,1208.14,821.03,0.01%
VA,Manassas City,235,41483,566.5,781.94,0.01%
VA,Manassas Park City,38,15915,238.77,422.56,0.00%
VA,Martinsville City,313,13445,2328,1459.64,0.01%
VA,Mathews,139,8782,1582.78,807.97,0.01%
VA,Mecklenburg,457,30892,1479.35,903.27,0.02%
VA,Middlesex,176,10778,1632.96,853.76,0.01%
VA,Montgomery,614,98602,622.71,697.47,0.02%
VA,Nelson,206,14869,1385.43,881.47,0.01%
VA,New Kent,136,21147,643.12,613.87,0.00%
VA,Newport News City,1599,181825,879.42,882.16,0.06%
VA,Norfolk City,1984,245115,809.42,920.58,0.07%
VA,Northampton,183,12139,1507.54,876.67,0.01%
VA,Northumberland,178,12222,1456.39,689.38,0.01%
VA,Norton City,52,3864,1345.76,1064.75,0.00%
VA,Nottoway,197,15595,1263.23,917.97,0.01%
VA,Orange,414,35533,1165.11,835.72,0.02%
VA,Page,288,23654,1217.55,868.76,0.01%
VA,Patrick,245,17923,1366.96,839.65,0.01%
VA,Petersburg City,537,31882,1684.34,1377.23,0.02%
VA,Pittsylvania,703,61687,1139.62,793.56,0.03%
VA,Poquoson City,129,12017,1073.48,807.47,0.00%
VA,Portsmouth City,1106,95252,1161.13,1036.76,0.04%
VA,Powhatan,181,28443,636.36,584.42,0.01%
VA,Prince Edward,218,23142,942.01,786.7,0.01%
VA,Prince George,242,37845,639.45,643.84,0.01%
VA,Prince William,1876,455210,412.12,573.44,0.07%
VA,Pulaski,453,34203,1324.45,929.71,0.02%
VA,Radford City,121,17483,692.1,1003.88,0.00%
VA,Rappahannock,59,7388,798.59,463.07,0.00%
VA,Richmond,125,8774,1424.66,874.67,0.00%
VA,Richmond City,1806,223170,809.25,821.06,0.07%
VA,Roanoke,984,94031,1046.46,705.26,0.04%
VA,Roanoke City,1229,99660,1233.19,1000.96,0.04%
VA,Rockbridge,258,22392,1152.2,655.81,0.01%
VA,Rockingham,709,79744,889.1,620.19,0.03%
VA,Russell,381,27370,1392.04,981.78,0.01%
VA,Salem City,364,25549,1424.71,1042.08,0.01%
VA,Scott,348,21930,1586.87,1023.54,0.01%
VA,Shenandoah,448,43175,1037.64,690.6,0.02%
VA,Smyth,407,31062,1310.28,875.53,0.01%
VA,Southampton,194,18057,1074.38,767.3,0.01%
VA,Spotsylvania,949,132010,718.88,730.36,0.03%
VA,Stafford,742,144361,513.99,656.62,0.03%
VA,Staunton City,355,24363,1457.13,935.87,0.01%
VA,Suffolk City,719,89273,805.39,767.81,0.03%
VA,Surry,81,6544,1237.78,898.94,0.00%
VA,Sussex,149,11504,1295.2,1009.01,0.01%
VA,Tazewell,613,42150,1454.33,994.11,0.02%
VA,Virginia Beach City,3069,452602,678.08,658.91,0.11%
VA,Warren,344,39155,878.56,791.86,0.01%
VA,Washington,605,54214,1115.95,790.39,0.02%
VA,Waynesboro City,291,21887,1329.56,967.37,0.01%
VA,Westmoreland,222,17592,1261.94,783.39,0.01%
VA,Williamsburg City,51,15214,335.22,291.39,0.00%
VA,Winchester City,245,27516,890.39,744.14,0.01%
VA,Wise,524,39228,1335.78,1133.15,0.02%
VA,Wythe,387,29016,1333.75,942.97,0.01%
VA,York,422,67976,620.81,548.27,0.02%
VT,Addison,316,36959,855,644.25,0.01%
VT,Bennington,473,36191,1306.95,791.63,0.02%
VT,Caledonia,321,30333,1058.25,784.99,0.01%
VT,Chittenden,1133,161531,701.41,626.08,0.04%
VT,Essex,75,6176,1214.38,783.45,0.00%
VT,Franklin,421,48915,860.68,791.48,0.02%
VT,Grand Isle,60,6919,867.18,722.8,0.00%
VT,Lamoille,215,25333,848.7,691.01,0.01%
VT,Orange,263,28919,909.44,692.43,0.01%
VT,Orleans,331,26863,1232.18,824.73,0.01%
VT,Rutland,667,59310,1124.6,769.59,0.02%
VT,Washington,546,58504,933.27,708.48,0.02%
VT,Windham,485,43145,1124.12,781.98,0.02%
VT,Windsor,603,55496,1086.56,689.02,0.02%
WA,Adams,126,19238,654.95,764.92,0.00%
WA,Asotin,244,22306,1093.88,701.72,0.01%
WA,Benton,1428,193686,737.28,694.76,0.05%
WA,Chelan,659,76338,863.27,629.08,0.02%
WA,Clallam,934,74570,1252.51,672.84,0.03%
WA,Clark,3373,467018,722.24,676.4,0.12%
WA,Columbia,60,3938,1523.62,875.06,0.00%
WA,Cowlitz,1155,105160,1098.33,819.91,0.04%
WA,Douglas,283,41327,684.78,575.8,0.01%
WA,Ferry,84,7614,1103.23,767.42,0.00%
WA,Franklin,357,90160,395.96,591.92,0.01%
WA,Garfield,24,2247,1068.09,556.78,0.00%
WA,Grant,671,93546,717.29,715.96,0.02%
WA,Grays Harbor,839,71628,1171.33,854.6,0.03%
WA,Island,702,82636,849.51,544.11,0.03%
WA,Jefferson,361,31139,1159.32,600.05,0.01%
WA,King,13045,2149970,606.75,590.1,0.48%
WA,Kitsap,2226,264811,840.6,696.56,0.08%
WA,Kittitas,303,44866,675.34,614.95,0.01%
WA,Klickitat,196,21301,920.14,620.98,0.01%
WA,Lewis,870,77066,1128.9,781.95,0.03%
WA,Lincoln,128,10350,1236.71,716.2,0.00%
WA,Mason,660,62198,1061.13,727.49,0.02%
WA,Okanogan,413,41554,993.89,710.46,0.02%
WA,Pacific,283,21249,1331.83,734.28,0.01%
WA,Pend Oreille,154,13123,1173.51,815.96,0.01%
WA,Pierce,6638,861312,770.68,751.37,0.24%
WA,San Juan,162,16339,991.49,522.69,0.01%
WA,Skagit,1228,123681,992.88,709.28,0.04%
WA,Skamania,103,11510,894.87,643.46,0.00%
WA,Snohomish,5293,787620,672.02,672.72,0.19%
WA,Spokane,4528,499072,907.28,771.1,0.16%
WA,Stevens,441,44439,992.37,690.78,0.02%
WA,Thurston,2151,275222,781.55,655.58,0.08%
WA,Wahkiakum,49,4139,1183.86,625.32,0.00%
WA,Walla Walla,607,60340,1005.97,723.68,0.02%
WA,Whatcom,1717,216800,791.97,668.19,0.06%
WA,Whitman,254,48851,519.95,654.94,0.01%
WA,Yakima,2020,249636,809.18,783.62,0.07%
WI,Adams,271,20069,1350.34,746.15,0.01%
WI,Ashland,187,15714,1190.02,870.88,0.01%
WI,Barron,507,45412,1116.44,741.42,0.02%
WI,Bayfield,170,14891,1141.63,716.85,0.01%
WI,Brown,2067,260401,793.78,716.22,0.08%
WI,Buffalo,127,13099,969.54,642.51,0.00%
WI,Burnett,167,15213,1097.75,646.41,0.01%
WI,Calumet,365,49553,736.59,684.36,0.01%
WI,Chippewa,592,63649,930.1,712.66,0.02%
WI,Clark,343,34557,992.56,734.34,0.01%
WI,Columbia,548,56927,962.64,763.49,0.02%
WI,Crawford,156,16321,955.82,622.22,0.01%
WI,Dane,3234,531273,608.73,602.7,0.12%
WI,Dodge,921,88068,1045.78,754.62,0.03%
WI,Door,345,27587,1250.59,676.08,0.01%
WI,Douglas,443,43509,1018.18,771.49,0.02%
WI,Dunn,338,44704,756.08,627.83,0.01%
WI,Eau Claire,838,102965,813.87,708.59,0.03%
WI,Florence,65,4456,1458.71,793.05,0.00%
WI,Fond Du Lac,928,102144,908.52,652.65,0.03%
WI,Forest,127,9064,1401.15,892.56,0.00%
WI,Grant,486,52214,930.78,684.97,0.02%
WI,Green,345,37075,930.55,682.81,0.01%
WI,Green Lake,230,18719,1228.7,772.34,0.01%
WI,Iowa,216,23654,913.16,679.73,0.01%
WI,Iron,85,5726,1484.46,728.39,0.00%
WI,Jackson,190,20562,924.03,690.38,0.01%
WI,Jefferson,692,84625,817.73,692.15,0.03%
WI,Juneau,303,26274,1153.23,806.88,0.01%
WI,Kenosha,1415,168183,841.35,787.94,0.05%
WI,Kewaunee,181,20405,887.04,578.64,0.01%
WI,La Crosse,1008,118122,853.36,691.57,0.04%
WI,Lafayette,145,16753,865.52,652.66,0.01%
WI,Langlade,238,19221,1238.23,724.02,0.01%
WI,Lincoln,336,27902,1204.21,771.57,0.01%
WI,Manitowoc,861,79536,1082.53,712.59,0.03%
WI,Marathon,1230,135603,907.06,682.54,0.04%
WI,Marinette,488,40491,1205.21,715.91,0.02%
WI,Marquette,184,15067,1221.21,788.56,0.01%
WI,Menominee,53,4533,1169.2,1208.76,0.00%
WI,Milwaukee,8384,951448,881.18,829.84,0.31%
WI,Monroe,414,45623,907.44,726.68,0.02%
WI,Oconto,389,37430,1039.27,760.76,0.01%
WI,Oneida,437,35601,1227.49,706.57,0.02%
WI,Outagamie,1432,184526,776.04,712.66,0.05%
WI,Ozaukee,763,88314,863.96,592.02,0.03%
WI,Pepin,79,7307,1081.16,689.82,0.00%
WI,Pierce,286,41238,693.54,652.95,0.01%
WI,Polk,429,43481,986.64,680.68,0.02%
WI,Portage,523,70447,742.4,610.04,0.02%
WI,Price,185,13517,1368.65,760.74,0.01%
WI,Racine,1871,195140,958.8,790.32,0.07%
WI,Richland,190,17476,1087.21,673.31,0.01%
WI,Rock,1526,161620,944.19,776.7,0.06%
WI,Rusk,168,14127,1189.21,701.46,0.01%
WI,Sauk,684,63949,1069.6,776.94,0.02%
WI,Sawyer,218,16369,1331.79,864.12,0.01%
WI,Shawano,492,41062,1198.19,786.06,0.02%
WI,Sheboygan,1165,115427,1009.3,756.55,0.04%
WI,St. Croix,610,88029,692.95,690.01,0.02%
WI,Taylor,184,20439,900.24,577.89,0.01%
