State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
KY,Carlisle,68,4855,1400.62,965.82,0.00%
KY,Carroll,139,10679,1301.62,1116.23,0.01%
KY,Carter,290,27046,1072.25,891.4,0.01%
KY,Casey,214,15815,1353.15,1030.38,0.01%
KY,Christian,601,72351,830.67,899.15,0.02%
KY,Clark,422,35819,1178.15,950.3,0.02%
KY,Clay,297,20766,1430.22,1324.8,0.01%
KY,Clinton,121,10177,1188.96,961.71,0.00%
KY,Crittenden,133,9188,1447.54,1015.41,0.00%
KY,Cumberland,109,6738,1617.69,1079.56,0.00%
KY,Daviess,1096,99674,1099.58,879.56,0.04%
KY,Edmonson,145,12114,1196.96,846.83,0.01%
KY,Elliott,90,7588,1186.08,909.99,0.00%
KY,Estill,188,14307,1314.04,1126.39,0.01%
KY,Fayette,2464,318449,773.75,793.49,0.09%
KY,Fleming,179,14507,1233.89,1068.71,0.01%
KY,Floyd,556,37110,1498.25,1246.03,0.02%
KY,Franklin,585,50560,1157.04,932.89,0.02%
KY,Fulton,93,6179,1505.1,1075.69,0.00%
KY,Gallatin,108,8609,1254.5,1357.8,0.00%
KY,Garrard,160,17292,925.28,777.26,0.01%
KY,Grant,247,24923,991.05,1045.53,0.01%
KY,Graves,494,37182,1328.6,1021.83,0.02%
KY,Grayson,341,26184,1302.32,1078.02,0.01%
KY,Green,147,11060,1329.11,916.68,0.01%
KY,Greenup,473,35893,1317.81,962.74,0.02%
KY,Hancock,77,8810,874.01,757.07,0.00%
KY,Hardin,906,107316,844.24,817.2,0.03%
KY,Harlan,412,27168,1516.49,1166.51,0.02%
KY,Harrison,220,18646,1179.88,981.88,0.01%
KY,Hart,218,18627,1170.34,979.24,0.01%
KY,Henderson,520,46253,1124.25,913.61,0.02%
KY,Henry,172,15818,1087.37,919.56,0.01%
KY,Hickman,70,4627,1512.86,833.17,0.00%
KY,Hopkins,649,45904,1413.82,1110.08,0.02%
KY,Jackson,174,13368,1301.62,1141.46,0.01%
KY,Jefferson,8149,765352,1064.74,905.46,0.30%
KY,Jessamine,455,52357,869.03,802.48,0.02%
KY,Johnson,306,22978,1331.71,1083.96,0.01%
KY,Kenton,1506,164945,913.03,868.55,0.05%
KY,Knott,228,15544,1466.8,1219.59,0.01%
KY,Knox,426,31687,1344.4,1118.13,0.02%
KY,Larue,172,14096,1220.2,874.12,0.01%
KY,Laurel,660,60250,1095.44,959.3,0.02%
KY,Lawrence,210,15863,1323.84,1153.71,0.01%
KY,Lee,113,6580,1717.33,1528.6,0.00%
KY,Leslie,165,10538,1565.76,1226.04,0.01%
KY,Letcher,354,22773,1554.47,1253.67,0.01%
KY,Lewis,186,13442,1383.72,1110.57,0.01%
KY,Lincoln,298,24372,1222.71,998.88,0.01%
KY,Livingston,137,9269,1478.05,1078.03,0.00%
KY,Logan,289,26593,1086.75,843.9,0.01%
KY,Lyon,115,8069,1425.21,860.19,0.00%
KY,Madison,753,89547,840.9,856.67,0.03%
KY,Magoffin,147,12684,1158.94,1008.82,0.01%
KY,Marion,222,19205,1155.95,950.55,0.01%
KY,Marshall,472,31365,1504.86,1029.08,0.02%
KY,Martin,151,12002,1258.12,1102.35,0.01%
KY,Mason,230,17190,1337.99,1090.46,0.01%
KY,Mccracken,833,65162,1278.35,904.71,0.03%
KY,Mccreary,213,17511,1216.38,1163.08,0.01%
KY,Mclean,144,9475,1519.79,1158.35,0.01%
KY,Meade,245,28126,871.08,855.82,0.01%
KY,Menifee,88,6408,1373.28,1027.87,0.00%
KY,Mercer,284,21477,1322.34,1035.11,0.01%
KY,Metcalfe,143,10018,1427.43,1094.52,0.01%
KY,Monroe,152,10588,1435.59,1084.46,0.01%
KY,Montgomery,331,27771,1191.89,1041.38,0.01%
KY,Morgan,149,13298,1120.47,982.07,0.01%
KY,Muhlenberg,364,31028,1173.13,902.26,0.01%
KY,Nelson,442,45559,970.17,932.64,0.02%
KY,Nicholas,112,7084,1581.03,1250.13,0.00%
KY,Ohio,311,24378,1275.74,1031.98,0.01%
KY,Oldham,405,65560,617.75,698.05,0.01%
KY,Owen,118,10642,1108.81,929.9,0.00%
KY,Owsley,69,4491,1536.41,1210.57,0.00%
KY,Pendleton,147,14560,1009.62,900.36,0.01%
KY,Perry,460,27343,1682.33,1410.46,0.02%
KY,Pike,814,60555,1344.23,1078.86,0.03%
KY,Powell,157,12308,1275.59,1175.18,0.01%
KY,Pulaski,871,63956,1361.87,1079.51,0.03%
KY,Robertson,28,2155,1299.3,831.27,0.00%
KY,Rockcastle,188,16850,1115.73,948.32,0.01%
KY,Rowan,244,24451,997.91,1011.13,0.01%
KY,Russell,274,17722,1546.1,1127.9,0.01%
KY,Scott,379,53972,702.22,829.69,0.01%
KY,Shelby,405,46408,872.69,843.41,0.01%
KY,Simpson,231,18083,1277.44,1080.86,0.01%
KY,Spencer,161,18274,881.03,950.15,0.01%
KY,Taylor,286,25397,1126.12,894.33,0.01%
KY,Todd,152,12295,1236.27,1062.97,0.01%
KY,Trigg,167,14264,1170.78,811.73,0.01%
KY,Trimble,108,8620,1252.9,1073.98,0.00%
KY,Union,202,14880,1357.53,1186.22,0.01%
KY,Warren,1015,125532,808.56,844.59,0.04%
KY,Washington,158,12189,1296.25,1013.82,0.01%
KY,Wayne,240,20453,1173.42,959.58,0.01%
KY,Webster,171,13316,1284.17,996.01,0.01%
KY,Whitley,497,36096,1376.88,1257.61,0.02%
KY,Wolfe,115,7159,1606.37,1349.57,0.00%
KY,Woodford,246,26124,941.66,789.04,0.01%
LA,Acadia Parish,616,62645,983.32,907.26,0.02%
LA,Allen Parish,270,25684,1051.24,995.17,0.01%
LA,Ascension Parish,762,121587,626.71,776.82,0.03%
LA,Assumption Parish,199,22695,876.85,728.5,0.01%
LA,Avoyelles Parish,487,41117,1184.42,990.84,0.02%
LA,Beauregard Parish,407,36927,1102.17,1015.85,0.01%
LA,Bienville Parish,207,13865,1492.97,1049.93,0.01%
LA,Bossier Parish,1034,126057,820.26,802.01,0.04%
LA,Caddo Parish,2736,248851,1099.45,921.93,0.10%
LA,Calcasieu Parish,2029,200601,1011.46,939.08,0.07%
LA,Caldwell Parish,109,10087,1080.6,912.36,0.00%
LA,Cameron Parish,47,6882,682.94,583.58,0.00%
LA,Catahoula Parish,147,9921,1481.71,1229.33,0.01%
LA,Claiborne Parish,190,16132,1177.78,892.37,0.01%
LA,Concordia Parish,247,19920,1239.96,1013.67,0.01%
LA,De Soto Parish,308,27149,1134.48,930.47,0.01%
LA,East Baton Rouge Parish,3854,447037,862.12,848.57,0.14%
LA,East Carroll Parish,82,7271,1127.77,1021.51,0.00%
LA,East Feliciana Parish,267,19683,1356.5,1149.9,0.01%
LA,Evangeline Parish,374,33709,1109.5,1014.49,0.01%
LA,Franklin Parish,281,20330,1382.19,1088.66,0.01%
LA,Grant Parish,204,22365,912.14,869.26,0.01%
LA,Iberia Parish,731,73273,997.64,947.39,0.03%
LA,Iberville Parish,350,32920,1063.18,952.35,0.01%
LA,Jackson Parish,197,15808,1246.2,909.34,0.01%
LA,Jefferson Davis Parish,377,31413,1200.14,1015.34,0.01%
LA,Jefferson Parish,4181,436523,957.8,793,0.15%
LA,Lafayette Parish,1700,241398,704.23,740.93,0.06%
LA,Lafourche Parish,862,98305,876.86,785.21,0.03%
LA,Lasalle Parish,161,15052,1069.63,870.53,0.01%
LA,Lincoln Parish,366,47745,766.57,766.57,0.01%
LA,Livingston Parish,1079,140138,769.96,851.97,0.04%
LA,Madison Parish,131,11528,1136.36,1075.41,0.00%
LA,Morehouse Parish,338,26071,1296.46,1002.52,0.01%
LA,Natchitoches Parish,435,39162,1110.77,991.97,0.02%
LA,Orleans Parish,3273,391495,836.03,814.58,0.12%
LA,Ouachita Parish,1617,156983,1030.05,970.56,0.06%
LA,Plaquemines Parish,176,23464,750.09,734.51,0.01%
LA,Pointe Coupee Parish,260,22159,1173.34,893.59,0.01%
LA,Rapides Parish,1480,132424,1117.62,972.67,0.05%
LA,Red River Parish,100,8550,1169.59,927.44,0.00%
LA,Richland Parish,216,20430,1057.27,882.73,0.01%
LA,Sabine Parish,254,23977,1059.35,797.6,0.01%
LA,St. Bernard Parish,378,45688,827.35,922.81,0.01%
LA,St. Charles Parish,407,52923,769.04,781.3,0.01%
LA,St. Helena Parish,137,10512,1303.27,1056.39,0.00%
LA,St. James Parish,227,21557,1053.02,901.01,0.01%
LA,St. John The Baptist Parish,412,43631,944.28,905.05,0.02%
LA,St. Landry Parish,998,83883,1189.75,1056.6,0.04%
LA,St. Martin Parish,507,54007,938.77,871.92,0.02%
LA,St. Mary Parish,544,52093,1044.29,905.79,0.02%
LA,St. Tammany Parish,2122,253602,836.74,736.91,0.08%
LA,Tangipahoa Parish,1282,130710,980.8,981.84,0.05%
LA,Tensas Parish,72,4597,1566.24,1129.67,0.00%
LA,Terrebonne Parish,976,113220,862.04,839.73,0.04%
LA,Union Parish,276,22487,1227.38,917.06,0.01%
LA,Vermilion Parish,566,60205,940.12,838.81,0.02%
LA,Vernon Parish,428,50569,846.37,988,0.02%
LA,Washington Parish,602,46310,1299.94,1078.22,0.02%
LA,Webster Parish,554,39710,1395.11,1023.77,0.02%
LA,West Baton Rouge Parish,205,25795,794.73,804.55,0.01%
LA,West Carroll Parish,167,11114,1502.61,1140,0.01%
LA,West Feliciana Parish,130,15344,847.24,733.39,0.00%
LA,Winn Parish,175,14376,1217.31,985.19,0.01%
MA,Barnstable,2938,214276,1371.13,693.21,0.11%
MA,Berkshire,1445,126903,1138.66,696,0.05%
MA,Bristol,5320,558324,952.85,748.03,0.19%
MA,Dukes,156,17246,904.56,620.59,0.01%
MA,Essex,6692,779018,859.03,665.18,0.24%
MA,Franklin,719,70382,1021.57,732.08,0.03%
MA,Hampden,4441,468467,947.99,747.1,0.16%
MA,Hampshire,1225,161816,757.03,633.75,0.04%
MA,Middlesex,11476,1589774,721.86,605.52,0.42%
MA,Nantucket,71,11008,644.99,558.92,0.00%
MA,Norfolk,5873,697181,842.39,624.23,0.21%
MA,Plymouth,4741,513565,923.15,727.66,0.17%
MA,Suffolk,4778,784230,609.26,646.89,0.17%
MA,Worcester,7086,819589,864.58,725.67,0.26%
MD,Allegany,938,72130,1300.43,923.35,0.03%
MD,Anne Arundel,4373,568346,769.43,723.09,0.16%
MD,Baltimore,8442,831026,1015.85,776.5,0.31%
MD,Baltimore City,6649,614664,1081.73,1039.61,0.24%
MD,Calvert,721,91251,790.13,741.94,0.03%
MD,Caroline,337,32850,1025.88,855.07,0.01%
MD,Carroll,1601,167656,954.93,774.82,0.06%
MD,Cecil,939,102603,915.18,851.93,0.03%
MD,Charles,1080,157705,684.82,737.22,0.04%
MD,Dorchester,405,32258,1255.5,876.65,0.01%
MD,Frederick,1954,247591,789.2,735.57,0.07%
MD,Garrett,331,29425,1124.89,763.47,0.01%
MD,Harford,2186,251032,870.81,757.94,0.08%
MD,Howard,1596,317233,503.1,512.78,0.06%
MD,Kent,258,19730,1307.65,746.29,0.01%
MD,Montgomery,6023,1043863,576.99,482.76,0.22%
MD,Prince George'S,5961,908049,656.46,693.06,0.22%
MD,Queen Anne'S,429,48929,876.78,719.57,0.02%
MD,Somerset,256,25928,987.35,847.9,0.01%
MD,St. Mary'S,757,112587,672.37,686.52,0.03%
MD,Talbot,397,37278,1064.97,557.81,0.01%
MD,Washington,1528,150292,1016.69,798.84,0.06%
MD,Wicomico,1014,102577,988.53,882.25,0.04%
MD,Worcester,649,51444,1261.57,763.63,0.02%
ME,Androscoggin,1143,107319,1065.05,842.94,0.04%
ME,Aroostook,886,67959,1303.73,817.37,0.03%
ME,Cumberland,2631,292041,900.9,679.84,0.10%
ME,Franklin,337,30001,1123.3,793.86,0.01%
ME,Hancock,575,54419,1056.62,684.37,0.02%
ME,Kennebec,1263,120569,1047.53,780.53,0.05%
ME,Knox,487,39744,1225.34,727.62,0.02%
ME,Lincoln,436,34216,1274.26,738.62,0.02%
ME,Oxford,671,57217,1172.73,795.12,0.02%
ME,Penobscot,1657,151806,1091.52,812.27,0.06%
ME,Piscataquis,235,16843,1395.24,846.93,0.01%
ME,Sagadahoc,374,35273,1060.3,719.59,0.01%
ME,Somerset,665,50915,1306.1,944.88,0.02%
ME,Waldo,367,39364,932.32,677.48,0.01%
ME,Washington,443,31450,1408.59,944.45,0.02%
ME,York,2012,202343,994.35,721.56,0.07%
MI,Alcona,179,10352,1729.13,820.7,0.01%
MI,Alger,108,9219,1171.49,688.96,0.00%
MI,Allegan,1025,115548,887.08,756.15,0.04%
MI,Alpena,372,28704,1295.99,763.99,0.01%
MI,Antrim,261,23144,1127.72,658.79,0.01%
MI,Arenac,228,15122,1507.74,935.8,0.01%
MI,Baraga,105,8503,1234.86,899.08,0.00%
MI,Barry,573,59702,959.77,753.72,0.02%
MI,Bay,1285,104747,1226.77,847.35,0.05%
MI,Benzie,182,17572,1035.74,611.2,0.01%
MI,Berrien,1796,154010,1166.16,838.8,0.07%
MI,Branch,479,43427,1103,890.56,0.02%
MI,Calhoun,1519,134386,1130.33,875.84,0.06%
MI,Cass,526,51599,1019.4,758.06,0.02%
MI,Charlevoix,266,26174,1016.28,661.35,0.01%
MI,Cheboygan,317,25401,1247.98,710,0.01%
MI,Chippewa,336,37724,890.68,723.28,0.01%
MI,Clare,451,30358,1485.61,975.05,0.02%
MI,Clinton,603,77888,774.19,630.14,0.02%
MI,Crawford,165,13744,1200.52,804.26,0.01%
MI,Delta,468,36202,1292.75,765.28,0.02%
MI,Dickinson,329,25535,1288.43,765.63,0.01%
MI,Eaton,984,109160,901.43,715.13,0.04%
MI,Emmet,392,33182,1181.36,748.79,0.01%
MI,Genesee,4516,408615,1105.2,899.73,0.16%
MI,Gladwin,367,25122,1460.87,888.52,0.01%
MI,Gogebic,197,15243,1292.4,785.39,0.01%
MI,Grand Traverse,868,92084,942.62,696,0.03%
MI,Gratiot,432,41202,1048.49,763.42,0.02%
MI,Hillsdale,493,45774,1077.03,819.62,0.02%
MI,Houghton,353,36555,965.67,774.4,0.01%
MI,Huron,452,31481,1435.79,829.87,0.02%
MI,Ingham,2059,288051,714.8,732.58,0.08%
MI,Ionia,567,64232,882.74,858.87,0.02%
MI,Iosco,423,25327,1670.15,912.05,0.02%
MI,Iron,198,11195,1768.65,860.63,0.01%
MI,Isabella,500,71282,701.44,773.62,0.02%
MI,Jackson,1740,158460,1098.07,859.84,0.06%
MI,Kalamazoo,2186,261654,835.45,742.26,0.08%
MI,Kalkaska,208,17263,1204.89,937.92,0.01%
MI,Kent,4813,642173,749.49,710.53,0.18%
MI,Keweenaw,25,2199,1136.88,586.13,0.00%
MI,Lake,151,11496,1313.5,788.86,0.01%
MI,Lapeer,889,88340,1006.34,835.93,0.03%
MI,Leelanau,221,21765,1015.39,484.45,0.01%
MI,Lenawee,1085,98504,1101.48,854.04,0.04%
MI,Livingston,1426,188624,756,654.01,0.05%
MI,Luce,91,6358,1431.27,964.93,0.00%
MI,Mackinac,137,10820,1266.17,780.59,0.00%
MI,Macomb,8694,867730,1001.92,788.32,0.32%
MI,Manistee,323,24373,1325.24,809.76,0.01%
MI,Marquette,690,66435,1038.61,773.24,0.03%
MI,Mason,338,28876,1170.52,763.86,0.01%
MI,Mecosta,399,43221,923.16,759.63,0.01%
MI,Menominee,270,23281,1159.74,652.76,0.01%
MI,Midland,797,83462,954.93,700.06,0.03%
MI,Missaukee,156,15102,1032.98,736.18,0.01%
MI,Monroe,1458,149208,977.16,777.52,0.05%
MI,Montcalm,616,62974,978.18,795.5,0.02%
MI,Montmorency,168,9173,1831.46,1009.11,0.01%
MI,Muskegon,1707,173408,984.38,821.31,0.06%
MI,Newaygo,485,47938,1011.72,766.17,0.02%
MI,Oakland,10516,1243970,845.36,679.71,0.38%
MI,Oceana,292,26027,1121.91,835.4,0.01%
MI,Ogemaw,349,20904,1669.54,1010.79,0.01%
MI,Ontonagon,113,5911,1911.69,883.62,0.00%
MI,Osceola,243,23110,1051.49,770.64,0.01%
MI,Oscoda,128,8264,1548.89,874.43,0.00%
MI,Otsego,266,24470,1087.05,781.12,0.01%
MI,Ottawa,1922,282250,680.96,616.07,0.07%
MI,Presque Isle,198,12762,1551.48,714.81,0.01%
MI,Roscommon,445,23700,1877.64,1024.46,0.02%
MI,Saginaw,2132,192326,1108.53,816.16,0.08%
MI,Sanilac,527,41409,1272.67,890.09,0.02%
MI,Schoolcraft,112,8001,1399.83,749.24,0.00%
MI,Shiawassee,729,68554,1063.4,836.56,0.03%
MI,St. Clair,1774,159587,1111.62,851.78,0.06%
MI,St. Joseph,678,60853,1114.16,874.04,0.02%
MI,Tuscola,618,53338,1158.65,826.5,0.02%
MI,Van Buren,779,75223,1035.59,840.79,0.03%
MI,Washtenaw,2274,364709,623.51,627.24,0.08%
MI,Wayne,18359,1749366,1049.47,914.44,0.67%
MI,Wexford,330,33163,995.08,744.6,0.01%
MN,Aitkin,246,15583,1578.64,885.23,0.01%
MN,Anoka,2081,345957,601.52,615.14,0.08%
MN,Becker,328,33734,972.31,698.47,0.01%
MN,Beltrami,387,46106,839.37,736.42,0.01%
MN,Benton,353,39992,882.68,704.73,0.01%
MN,Big Stone,71,5050,1405.94,662.95,0.00%
MN,Blue Earth,527,66441,793.18,693.65,0.02%
MN,Brown,284,25331,1121.16,606.96,0.01%
MN,Carlton,387,35738,1082.88,829.88,0.01%
MN,Carver,495,100262,493.71,560.81,0.02%
MN,Cass,334,28993,1152,758.88,0.01%
MN,Chippewa,156,12133,1285.75,721.04,0.01%
MN,Chisago,402,54748,734.27,636.09,0.01%
MN,Clay,474,62875,753.88,681.46,0.02%
MN,Clearwater,93,8827,1053.59,737.17,0.00%
MN,Cook,53,5286,1002.65,599.19,0.00%
MN,Cottonwood,127,11470,1107.24,579.15,0.00%
MN,Crow Wing,707,63940,1105.72,709.25,0.03%
MN,Dakota,2558,417486,612.72,590.84,0.09%
MN,Dodge,134,20506,653.47,576.74,0.00%
MN,Douglas,441,37456,1177.38,696.32,0.02%
MN,Faribault,190,13935,1363.47,731.08,0.01%
MN,Fillmore,228,21003,1085.56,641.41,0.01%
MN,Freeborn,366,30446,1202.13,723.21,0.01%
MN,Goodhue,463,46676,991.94,640.91,0.02%
MN,Grant,71,5956,1192.08,676.91,0.00%
MN,Hennepin,8557,1232483,694.29,634.22,0.31%
MN,Houston,163,18814,866.38,535.26,0.01%
MN,Hubbard,209,20718,1008.78,657.65,0.01%
MN,Isanti,334,39025,855.86,723.69,0.01%
MN,Itasca,500,45242,1105.17,691.57,0.02%
MN,Jackson,106,9944,1065.97,618.74,0.00%
MN,Kanabec,170,15830,1073.91,807.44,0.01%
MN,Kandiyohi,380,42495,894.22,618.44,0.01%
MN,Kittson,55,4333,1269.33,634.92,0.00%
MN,Koochiching,157,12628,1243.27,729.99,0.01%
MN,Lac Qui Parle,82,6715,1221.15,590.26,0.00%
MN,Lake,136,10625,1280,682.48,0.00%
MN,Lake Of The Woods,41,3814,1074.99,630.03,0.00%
MN,Le Sueur,233,27591,844.48,683.73,0.01%
MN,Lincoln,86,5783,1487.12,645.04,0.00%
MN,Lyon,232,25699,902.76,676.16,0.01%
MN,Mahnomen,59,5465,1079.6,904.6,0.00%
MN,Marshall,78,9324,836.55,542.47,0.00%
MN,Martin,246,19829,1240.61,652.34,0.01%
MN,Mcleod,359,35842,1001.62,661.09,0.01%
MN,Meeker,218,23110,943.31,647.05,0.01%
MN,Mille Lacs,334,25866,1291.27,920.91,0.01%
MN,Morrison,310,32821,944.52,655.66,0.01%
MN,Mower,419,39163,1069.89,691.05,0.02%
MN,Murray,89,8329,1068.56,539.43,0.00%
MN,Nicollet,223,33575,664.18,543.33,0.01%
MN,Nobles,167,21848,764.37,572.17,0.01%
MN,Norman,98,6579,1489.59,817.75,0.00%
MN,Olmsted,1078,153102,704.11,578.82,0.04%
MN,Otter Tail,672,58085,1156.93,656.24,0.02%
MN,Pennington,134,14235,941.34,661.83,0.00%
MN,Pine,302,28874,1045.92,754.2,0.01%
MN,Pipestone,121,9202,1314.93,725.98,0.00%
MN,Polk,340,31660,1073.91,751.7,0.01%
MN,Pope,131,11049,1185.63,681.29,0.00%
MN,Ramsey,4108,540649,759.83,678.25,0.15%
MN,Red Lake,29,4007,723.73,517.89,0.00%
MN,Redwood,203,15263,1330.01,742.92,0.01%
MN,Renville,189,14660,1289.22,764.37,0.01%
MN,Rice,495,65622,754.32,639.08,0.02%
MN,Rock,110,9564,1150.15,662.98,0.00%
MN,Roseau,136,15626,870.34,674.78,0.00%
MN,Scott,721,143680,501.81,620.83,0.03%
MN,Sherburne,523,93528,559.19,664.28,0.02%
MN,Sibley,163,14827,1099.35,736.73,0.01%
MN,St. Louis,2094,199980,1047.1,755.6,0.08%
MN,Stearns,1026,155652,659.16,588,0.04%
MN,Steele,296,36805,804.24,572.7,0.01%
MN,Stevens,79,9693,815.02,515.91,0.00%
MN,Swift,117,9419,1242.17,680.87,0.00%
MN,Todd,224,24233,924.36,652.78,0.01%
MN,Traverse,47,3356,1400.48,664.7,0.00%
MN,Wabasha,180,21273,846.14,569.18,0.01%
MN,Wadena,208,13761,1511.52,924.97,0.01%
MN,Waseca,180,18911,951.83,652.23,0.01%
MN,Washington,1611,253117,636.46,593.14,0.06%
MN,Watonwan,104,10908,953.43,577.3,0.00%
MN,Wilkin,75,6358,1179.62,737.82,0.00%
MN,Winona,430,50948,844,666.94,0.02%
MN,Wright,835,132550,629.95,673.46,0.03%
MN,Yellow Medicine,120,9935,1207.85,711.27,0.00%
MO,Adair,209,25359,824.16,755.26,0.01%
MO,Andrew,176,17350,1014.41,767.52,0.01%
MO,Atchison,74,5293,1398.07,818.8,0.00%
MO,Audrain,301,26021,1156.76,868.32,0.01%
MO,Barry,445,35732,1245.38,878.91,0.02%
MO,Barton,137,11908,1150.49,806.59,0.00%
MO,Bates,210,16417,1279.16,886.37,0.01%
MO,Benton,297,18839,1576.52,873.76,0.01%
MO,Bollinger,142,12052,1178.23,932.14,0.01%
MO,Boone,1039,176594,588.36,650.13,0.04%
MO,Buchanan,899,88938,1010.82,848.73,0.03%
MO,Butler,510,42739,1193.29,925.28,0.02%
MO,Caldwell,99,9062,1092.47,781.54,0.00%
MO,Callaway,401,45078,889.57,799.2,0.01%
MO,Camden,496,44497,1114.68,731.28,0.02%
MO,Cape Girardeau,863,78913,1093.61,862.39,0.03%
MO,Carroll,117,8913,1312.69,835.45,0.00%
MO,Carter,86,6168,1394.29,1101.86,0.00%
MO,Cass,931,102845,905.25,729.17,0.03%
MO,Cedar,214,14016,1526.83,901.06,0.01%
MO,Chariton,90,7516,1197.45,724.4,0.00%
MO,Christian,600,84401,710.89,668.67,0.02%
MO,Clark,85,6723,1264.32,850.35,0.00%
MO,Clay,1693,239085,708.12,690.51,0.06%
MO,Clinton,250,20610,1213,893.74,0.01%
MO,Cole,679,76631,886.06,749.8,0.02%
MO,Cooper,214,17712,1208.22,908.96,0.01%
MO,Crawford,324,24302,1333.22,1021.82,0.01%
MO,Dade,107,7631,1402.18,859.26,0.00%
MO,Dallas,205,16448,1246.35,892.89,0.01%
MO,Daviess,97,8209,1181.63,868.51,0.00%
MO,Dekalb,117,12613,927.61,701.39,0.00%
MO,Dent,212,15387,1377.79,897.22,0.01%
MO,Douglas,183,13358,1369.97,888.32,0.01%
MO,Dunklin,426,30535,1395.12,1074.79,0.02%
MO,Franklin,1056,102838,1026.86,855.86,0.04%
MO,Gasconade,194,14808,1310.1,827.66,0.01%
MO,Gentry,93,6661,1396.19,817.97,0.00%
MO,Greene,2872,288690,994.84,813.69,0.10%
MO,Grundy,139,10165,1367.44,872.4,0.01%
MO,Harrison,118,8556,1379.15,892.75,0.00%
MO,Henry,282,21594,1305.92,874.8,0.01%
MO,Hickory,154,9269,1661.45,836.3,0.01%
MO,Holt,57,4448,1281.47,705.2,0.00%
MO,Howard,101,10058,1004.18,800.8,0.00%
MO,Howell,495,40210,1231.04,893.41,0.02%
MO,Iron,149,10022,1486.73,1068.19,0.01%
MO,Jackson,6144,691801,888.12,793.94,0.22%
MO,Jasper,1201,119111,1008.3,905.26,0.04%
MO,Jefferson,2070,224226,923.18,891.87,0.08%
MO,Johnson,444,53942,823.11,859.31,0.02%
MO,Knox,51,3934,1296.39,890.69,0.00%
MO,Laclede,425,35490,1197.52,962.52,0.02%
MO,Lafayette,393,32618,1204.86,843.9,0.01%
MO,Lawrence,479,38381,1248.01,939.43,0.02%
MO,Lewis,126,10134,1243.34,930.07,0.00%
MO,Lincoln,501,55267,906.51,908.79,0.02%
MO,Linn,172,12164,1414.01,921.36,0.01%
MO,Livingston,202,15235,1325.89,862.79,0.01%
MO,Macon,184,15170,1212.92,742.39,0.01%
MO,Madison,164,12443,1318.01,964.1,0.01%
MO,Maries,106,8858,1196.66,822.17,0.00%
MO,Marion,342,28894,1183.64,855.1,0.01%
MO,Mcdonald,222,22620,981.43,955.99,0.01%
MO,Mercer,51,3699,1378.75,842.34,0.00%
MO,Miller,265,25206,1051.34,785.77,0.01%
MO,Mississippi,171,13799,1239.22,983.69,0.01%
MO,Moniteau,152,16018,948.93,791.83,0.01%
MO,Monroe,106,8558,1238.61,789.26,0.00%
MO,Montgomery,164,11620,1411.36,943.5,0.01%
MO,Morgan,336,20213,1662.3,1035.52,0.01%
MO,New Madrid,251,17915,1401.06,1073.69,0.01%
MO,Newton,639,58694,1088.7,858.06,0.02%
MO,Nodaway,186,22670,820.47,677.33,0.01%
MO,Oregon,150,10789,1390.3,967.37,0.01%
MO,Osage,122,13664,892.86,655.03,0.00%
MO,Ozark,128,9237,1385.73,844.33,0.00%
MO,Pemiscot,242,17073,1417.44,1184.68,0.01%
MO,Perry,218,19285,1130.41,841.13,0.01%
MO,Pettis,445,42213,1054.18,846.35,0.02%
MO,Phelps,495,44608,1109.67,959.74,0.02%
MO,Pike,203,18438,1100.99,880.98,0.01%
MO,Platte,687,98309,698.82,682.75,0.03%
MO,Polk,329,31285,1051.62,808.97,0.01%
MO,Pulaski,320,52654,607.74,890.67,0.01%
MO,Putnam,80,4853,1648.46,961.55,0.00%
MO,Ralls,108,10224,1056.34,789.45,0.00%
MO,Randolph,295,24989,1180.52,963.76,0.01%
MO,Ray,282,22754,1239.34,964.48,0.01%
MO,Reynolds,72,6455,1115.41,675.16,0.00%
MO,Ripley,169,13817,1223.13,902.65,0.01%
MO,Saline,255,22980,1109.66,792.15,0.01%
MO,Schuyler,46,4394,1046.88,739.65,0.00%
MO,Scotland,66,4932,1338.2,915.88,0.00%
MO,Scott,463,38745,1194.99,970.13,0.02%
MO,Shannon,90,8168,1101.86,805.76,0.00%
MO,Shelby,87,6082,1430.45,906.76,0.00%
MO,St. Charles,2841,390918,726.75,668.8,0.10%
MO,St. Clair,151,9272,1628.56,944.77,0.01%
MO,St. Francois,746,66627,1119.67,946.25,0.03%
MO,St. Louis,10025,998581,1003.92,739.2,0.37%
MO,St. Louis City,3009,311404,966.27,954.89,0.11%
MO,Ste. Genevieve,193,18030,1070.44,804.65,0.01%
MO,Stoddard,384,29588,1297.82,901.06,0.01%
MO,Stone,406,31047,1307.69,855.79,0.01%
MO,Sullivan,57,6262,910.25,669.68,0.00%
MO,Taney,588,54735,1074.27,799.24,0.02%
MO,Texas,297,25775,1152.28,825.4,0.01%
MO,Vernon,237,20723,1143.66,873.74,0.01%
MO,Warren,301,33802,890.48,752.74,0.01%
MO,Washington,302,24839,1215.83,1056.36,0.01%
MO,Wayne,187,13139,1423.24,953.24,0.01%
MO,Webster,328,38106,860.76,792.68,0.01%
MO,Worth,37,2024,1828.06,1025.04,0.00%
MO,Wright,247,18286,1350.76,967.21,0.01%
MS,Adams,416,31248,1331.29,991.56,0.02%
