,State,County,Hospital,Number of Completed Surveys,FIPS
1284,NE,Holt,2.0,257.0,31089
1285,NE,Howard,1.0,68.0,31093
1286,NE,Jefferson,1.0,50.0,31095
1287,NE,Johnson,1.0,50.0,31097
1288,NE,Kearney,1.0,50.0,31099
1289,NE,Keith,1.0,74.0,31101
1290,NE,Kimball,1.0,50.0,31105
1291,NE,Knox,1.0,50.0,31107
1292,NE,Lancaster,4.0,3008.0,31109
1293,NE,Lincoln,1.0,616.0,31111
1294,NE,Madison,1.0,418.0,31119
1295,NE,Merrick,1.0,80.0,31121
1296,NE,Morrill,1.0,50.0,31123
1297,NE,Nemaha,1.0,50.0,31127
1298,NE,Nuckolls,1.0,157.0,31129
1299,NE,Otoe,2.0,160.0,31131
1300,NE,Pawnee,1.0,50.0,31133
1301,NE,Perkins,1.0,74.0,31135
1302,NE,Phelps,1.0,365.0,31137
1303,NE,Pierce,2.0,81.0,31139
1304,NE,Platte,1.0,518.0,31141
1305,NE,Polk,1.0,50.0,31143
1306,NE,Red Willow,1.0,233.0,31145
1307,NE,Richardson,1.0,144.0,31147
1308,NE,Rock,1.0,50.0,31149
1309,NE,Saline,2.0,58.0,31151
1310,NE,Sarpy,2.0,1139.0,31153
1311,NE,Scotts Bluff,1.0,598.0,31157
1312,NE,Seward,1.0,135.0,31159
1313,NE,Sheridan,1.0,80.0,31161
1314,NE,Thayer,1.0,80.0,31169
1315,NE,Thurston,1.0,110.0,31173
1316,NE,Valley,1.0,76.0,31175
1317,NE,Washington,1.0,50.0,31177
1318,NE,Wayne,1.0,96.0,31179
1319,NE,York,2.0,288.0,31185
1320,NH,Belknap,1.0,696.0,33001
1321,NH,Carroll,2.0,436.0,33003
1322,NH,Cheshire,1.0,359.0,33005
1323,NH,Coos,3.0,377.0,33007
1324,NH,Grafton,5.0,3032.0,33009
1325,NH,Hillsborough,5.0,3419.0,33011
1326,NH,Merrimack,3.0,848.0,33013
1327,NH,Rockingham,3.0,3004.0,33015
1328,NH,Strafford,2.0,973.0,33017
1329,NJ,Atlantic,2.0,1257.0,34001
1330,NJ,Bergen,6.0,2979.0,34003
1331,NJ,Burlington,4.0,1331.0,34005
1332,NJ,Camden,4.0,3299.0,34007
1333,NJ,Cape May,1.0,944.0,34009
1334,NJ,Cumberland,1.0,1366.0,34011
1335,NJ,Essex,7.0,6138.0,34013
1336,NJ,Gloucester,1.0,964.0,34015
1337,NJ,Hudson,6.0,3164.0,34017
1338,NJ,Hunterdon,1.0,467.0,34019
1339,NJ,Mercer,4.0,2871.0,34021
1340,NJ,Middlesex,6.0,4730.0,34023
1341,NJ,Monmouth,5.0,7568.0,34025
1342,NJ,Morris,3.0,5969.0,34027
1343,NJ,Ocean,4.0,6464.0,34029
1344,NJ,Passaic,2.0,3008.0,34031
1345,NJ,Salem,2.0,943.0,34033
1346,NJ,Somerset,1.0,1116.0,34035
1347,NJ,Sussex,1.0,1038.0,34037
1348,NJ,Union,3.0,4187.0,34039
1349,NJ,Warren,2.0,1114.0,34041
1350,NM,Bernalillo,5.0,5100.0,35001
1351,NM,Chaves,2.0,1104.0,35005
1352,NM,Cibola,2.0,97.0,35006
1353,NM,Colfax,1.0,80.0,35007
1354,NM,Curry,1.0,370.0,35009
1355,NM,Dona Ana,2.0,1183.0,35013
1356,NM,Eddy,2.0,509.0,35015
1357,NM,Grant,1.0,227.0,35017
1358,NM,Guadalupe,1.0,53.0,35019
1359,NM,Lea,2.0,411.0,35025
1360,NM,Lincoln,1.0,150.0,35027
1361,NM,Los Alamos,1.0,150.0,35028
1362,NM,Luna,1.0,227.0,35029
1363,NM,Mckinley,4.0,449.0,35031
1364,NM,Otero,2.0,551.0,35035
1365,NM,Rio Arriba,1.0,291.0,35039
1366,NM,Roosevelt,1.0,86.0,35041
1367,NM,San Juan,2.0,1224.0,35045
1368,NM,San Miguel,1.0,188.0,35047
1369,NM,Sandoval,1.0,320.0,35043
1370,NM,Santa Fe,2.0,516.0,35049
1371,NM,Socorro,1.0,50.0,35053
1372,NM,Taos,1.0,256.0,35055
1373,NV,Carson City,2.0,1362.0,32510
1374,NV,Churchill,1.0,332.0,32001
1375,NV,Clark,18.0,21008.0,32003
1376,NV,Douglas,1.0,201.0,32005
1377,NV,Elko,1.0,288.0,32007
1378,NV,Humboldt,1.0,164.0,32013
1379,NV,Mineral,1.0,58.0,32021
1380,NV,Washoe,4.0,1230.0,32031
1381,NV,White Pine,1.0,50.0,32033
1382,NY,Albany,3.0,6709.0,36001
1383,NY,Allegany,2.0,313.0,36003
1384,NY,Bronx,6.0,3851.0,36005
1385,NY,Broome,2.0,1985.0,36007
1386,NY,Cattaraugus,1.0,575.0,36009
1387,NY,Cayuga,1.0,398.0,36011
1388,NY,Chautauqua,4.0,1208.0,36013
1389,NY,Chemung,2.0,724.0,36015
1390,NY,Chenango,1.0,288.0,36017
1391,NY,Clinton,1.0,487.0,36019
1392,NY,Columbia,1.0,546.0,36021
1393,NY,Cortland,1.0,453.0,36023
1394,NY,Delaware,4.0,150.0,36025
1395,NY,Dutchess,2.0,5141.0,36027
1396,NY,Erie,6.0,5344.0,36029
1397,NY,Essex,2.0,56.0,36031
1398,NY,Franklin,2.0,808.0,36033
1399,NY,Fulton,1.0,382.0,36035
1400,NY,Genesee,1.0,591.0,36037
1401,NY,Herkimer,1.0,119.0,36043
1402,NY,Jefferson,3.0,798.0,36045
1403,NY,Kings,12.0,8002.0,36047
1404,NY,Lewis,1.0,282.0,36049
1405,NY,Livingston,1.0,412.0,36051
1406,NY,Madison,2.0,814.0,36053
1407,NY,Monroe,5.0,7856.0,36055
1408,NY,Montgomery,1.0,926.0,36057
1409,NY,Nassau,9.0,9119.0,36059
1410,NY,New York,12.0,11778.0,36061
1411,NY,Niagara,3.0,1781.0,36063
1412,NY,Oneida,3.0,1584.0,36065
1413,NY,Onondaga,3.0,4531.0,36067
1414,NY,Ontario,3.0,2104.0,36069
1415,NY,Orange,4.0,2325.0,36071
1416,NY,Orleans,1.0,72.0,36073
1417,NY,Oswego,1.0,311.0,36075
1418,NY,Otsego,2.0,1466.0,36077
1419,NY,Putnam,1.0,1316.0,36079
1420,NY,Queens,7.0,7579.0,36081
1421,NY,Rensselaer,3.0,1425.0,36083
1422,NY,Richmond,2.0,1070.0,36085
1423,NY,Rockland,3.0,976.0,36087
1424,NY,Saint Lawrence,5.0,1457.0,36089
1425,NY,Saratoga,1.0,614.0,36091
1426,NY,Schenectady,2.0,565.0,36093
1427,NY,Schoharie,1.0,115.0,36095
1428,NY,Schuyler,1.0,83.0,36097
1429,NY,Steuben,3.0,816.0,36101
1430,NY,Suffolk,11.0,10113.0,36103
1431,NY,Sullivan,2.0,290.0,36105
1432,NY,Tompkins,1.0,482.0,36109
1433,NY,Ulster,3.0,928.0,36111
1434,NY,Warren,1.0,2251.0,36113
1435,NY,Wayne,1.0,811.0,36117
1436,NY,Westchester,11.0,7442.0,36119
1437,NY,Wyoming,1.0,258.0,36121
1438,NY,Yates,1.0,120.0,36123
1439,OH,Adams,1.0,92.0,39001
1440,OH,Allen,4.0,1463.0,39003
1441,OH,Ashland,1.0,586.0,39005
1442,OH,Ashtabula,4.0,1101.0,39007
1443,OH,Athens,1.0,395.0,39009
1444,OH,Auglaize,1.0,375.0,39011
1445,OH,Belmont,3.0,596.0,39013
1446,OH,Butler,4.0,2604.0,39017
1447,OH,Champaign,1.0,148.0,39021
1448,OH,Clark,2.0,683.0,39023
1449,OH,Clermont,1.0,374.0,39025
1450,OH,Clinton,1.0,465.0,39027
1451,OH,Columbiana,2.0,1385.0,39029
1452,OH,Coshocton,1.0,363.0,39031
1453,OH,Crawford,2.0,556.0,39033
1454,OH,Cuyahoga,17.0,29165.0,39035
1455,OH,Darke,1.0,320.0,39037
1456,OH,Defiance,3.0,671.0,39039
1457,OH,Delaware,1.0,401.0,39041
1458,OH,Erie,1.0,328.0,39043
1459,OH,Fairfield,2.0,747.0,39045
1460,OH,Fayette,1.0,163.0,39047
1461,OH,Franklin,10.0,20399.0,39049
1462,OH,Fulton,1.0,346.0,39051
1463,OH,Gallia,1.0,521.0,39053
1464,OH,Geauga,1.0,1624.0,39055
1465,OH,Greene,2.0,1619.0,39057
1466,OH,Guernsey,1.0,566.0,39059
1467,OH,Hamilton,10.0,8175.0,39061
1468,OH,Hancock,1.0,820.0,39063
1469,OH,Hardin,1.0,114.0,39065
1470,OH,Harrison,1.0,50.0,39067
1471,OH,Henry,1.0,165.0,39069
1472,OH,Highland,2.0,197.0,39071
1473,OH,Hocking,1.0,132.0,39073
1474,OH,Holmes,1.0,500.0,39075
1475,OH,Huron,2.0,907.0,39077
1476,OH,Jackson,1.0,143.0,39079
1477,OH,Jefferson,1.0,663.0,39081
1478,OH,Knox,1.0,483.0,39083
1479,OH,Lake,1.0,1928.0,39085
1480,OH,Licking,1.0,720.0,39089
1481,OH,Logan,1.0,285.0,39091
1482,OH,Lorain,4.0,2324.0,39093
1483,OH,Lucas,8.0,8634.0,39095
1484,OH,Madison,1.0,203.0,39097
1485,OH,Mahoning,4.0,2066.0,39099
1486,OH,Marion,1.0,1086.0,39101
1487,OH,Medina,2.0,1204.0,39103
1488,OH,Mercer,1.0,297.0,39107
1489,OH,Miami,1.0,511.0,39109
1490,OH,Montgomery,7.0,5805.0,39113
1491,OH,Morrow,1.0,113.0,39117
1492,OH,Muskingum,1.0,2905.0,39119
1493,OH,Ottawa,1.0,127.0,39123
1494,OH,Paulding,1.0,66.0,39125
1495,OH,Pickaway,1.0,303.0,39129
1496,OH,Pike,1.0,53.0,39131
1497,OH,Portage,1.0,1056.0,39133
1498,OH,Richland,3.0,1709.0,39139
1499,OH,Ross,1.0,326.0,39141
1500,OH,Sandusky,2.0,513.0,39143
1501,OH,Scioto,2.0,1672.0,39145
1502,OH,Seneca,2.0,553.0,39147
1503,OH,Shelby,1.0,489.0,39149
1504,OH,Stark,4.0,2768.0,39151
1505,OH,Summit,6.0,8876.0,39153
1506,OH,Trumbull,2.0,1617.0,39155
1507,OH,Tuscarawas,2.0,863.0,39157
1508,OH,Union,1.0,297.0,39159
1509,OH,Van Wert,1.0,190.0,39161
1510,OH,Warren,1.0,487.0,39165
1511,OH,Washington,2.0,1265.0,39167
1512,OH,Wayne,2.0,962.0,39169
1513,OH,Williams,1.0,425.0,39171
1514,OH,Wood,1.0,382.0,39173
1515,OH,Wyandot,1.0,156.0,39175
1516,OK,Adair,1.0,154.0,40001
1517,OK,Atoka,1.0,50.0,40005
1518,OK,Beckham,1.0,312.0,40009
1519,OK,Bryan,1.0,496.0,40013
1520,OK,Canadian,2.0,499.0,40017
1521,OK,Carter,2.0,1011.0,40019
1522,OK,Cherokee,2.0,714.0,40021
1523,OK,Choctaw,1.0,96.0,40023
1524,OK,Cleveland,3.0,2815.0,40027
1525,OK,Comanche,3.0,1466.0,40031
1526,OK,Creek,3.0,514.0,40037
1527,OK,Custer,2.0,194.0,40039
1528,OK,Delaware,1.0,319.0,40041
1529,OK,Garfield,2.0,858.0,40047
1530,OK,Garvin,2.0,99.0,40049
1531,OK,Grady,1.0,175.0,40051
1532,OK,Harper,1.0,50.0,40059
1533,OK,Hughes,1.0,64.0,40063
1534,OK,Jackson,1.0,402.0,40065
1535,OK,Kay,2.0,470.0,40071
1536,OK,Kingfisher,1.0,50.0,40073
1537,OK,Kiowa,1.0,94.0,40075
1538,OK,Latimer,2.0,201.0,40077
1539,OK,Logan,1.0,89.0,40083
1540,OK,Love,1.0,50.0,40085
1541,OK,Major,1.0,50.0,40093
1542,OK,Marshall,1.0,50.0,40095
1543,OK,Mayes,1.0,131.0,40097
1544,OK,Mcclain,1.0,87.0,40087
1545,OK,Mccurtain,1.0,94.0,40089
1546,OK,Murray,1.0,120.0,40099
1547,OK,Muskogee,1.0,425.0,40101
1548,OK,Noble,1.0,53.0,40103
1549,OK,Oklahoma,18.0,14585.0,40109
1550,OK,Okmulgee,2.0,161.0,40111
1551,OK,Osage,3.0,624.0,40113
1552,OK,Ottawa,1.0,188.0,40115
1553,OK,Payne,2.0,844.0,40119
1554,OK,Pittsburg,1.0,670.0,40121
1555,OK,Pontotoc,2.0,1014.0,40123
1556,OK,Pottawatomie,1.0,484.0,40125
1557,OK,Pushmataha,1.0,50.0,40127
1558,OK,Rogers,2.0,617.0,40131
1559,OK,Seminole,1.0,113.0,40133
1560,OK,Sequoyah,1.0,88.0,40135
1561,OK,Stephens,1.0,372.0,40137
1562,OK,Texas,1.0,101.0,40139
1563,OK,Tulsa,12.0,14666.0,40143
1564,OK,Wagoner,1.0,190.0,40145
1565,OK,Washington,1.0,1067.0,40147
1566,OK,Washita,1.0,50.0,40149
1567,OK,Woods,1.0,51.0,40151
1568,OK,Woodward,1.0,266.0,40153
1569,OR,Baker,1.0,168.0,41001
1570,OR,Benton,1.0,622.0,41003
1571,OR,Clackamas,3.0,4953.0,41005
1572,OR,Clatsop,2.0,593.0,41007
1573,OR,Coos,3.0,812.0,41011
1574,OR,Crook,1.0,108.0,41013
1575,OR,Curry,1.0,82.0,41015
1576,OR,Deschutes,2.0,975.0,41017
1577,OR,Douglas,2.0,891.0,41019
1578,OR,Grant,1.0,50.0,41023
1579,OR,Harney,1.0,82.0,41025
1580,OR,Hood River,1.0,351.0,41027
1581,OR,Jackson,3.0,3449.0,41029
1582,OR,Jefferson,1.0,69.0,41031
1583,OR,Josephine,1.0,1261.0,41033
1584,OR,Klamath,1.0,615.0,41035
1585,OR,Lake,1.0,77.0,41037
1586,OR,Lane,5.0,3452.0,41039
1587,OR,Lincoln,2.0,388.0,41041
1588,OR,Linn,2.0,711.0,41043
1589,OR,Malheur,1.0,353.0,41045
1590,OR,Marion,3.0,4127.0,41047
1591,OR,Multnomah,7.0,9061.0,41051
1592,OR,Tillamook,1.0,261.0,41057
1593,OR,Umatilla,2.0,525.0,41059
1594,OR,Union,1.0,288.0,41061
1595,OR,Wallowa,1.0,147.0,41063
1596,OR,Wasco,1.0,414.0,41065
1597,OR,Washington,4.0,4913.0,41067
1598,OR,Yamhill,2.0,1111.0,41071
1599,PA,Adams,1.0,496.0,42001
1600,PA,Allegheny,18.0,16671.0,42003
1601,PA,Armstrong,1.0,592.0,42005
1602,PA,Beaver,1.0,367.0,42007
1603,PA,Bedford,1.0,419.0,42009
1604,PA,Berks,3.0,1160.0,42011
1605,PA,Blair,3.0,2432.0,42013
1606,PA,Bradford,3.0,615.0,42015
1607,PA,Bucks,7.0,6154.0,42017
1608,PA,Butler,1.0,1026.0,42019
1609,PA,Cambria,2.0,1555.0,42021
1610,PA,Carbon,2.0,433.0,42025
1611,PA,Centre,1.0,633.0,42027
1612,PA,Chester,5.0,3616.0,42029
1613,PA,Clarion,1.0,251.0,42031
1614,PA,Clearfield,2.0,597.0,42033
1615,PA,Clinton,2.0,187.0,42035
1616,PA,Columbia,2.0,701.0,42037
1617,PA,Crawford,2.0,647.0,42039
1618,PA,Cumberland,2.0,2044.0,42041
1619,PA,Dauphin,2.0,1871.0,42043
1620,PA,Delaware,5.0,5879.0,42045
1621,PA,Elk,1.0,503.0,42047
1622,PA,Erie,4.0,2949.0,42049
1623,PA,Fayette,2.0,1008.0,42051
1624,PA,Franklin,2.0,864.0,42055
1625,PA,Fulton,1.0,133.0,42057
1626,PA,Greene,1.0,200.0,42059
1627,PA,Huntingdon,1.0,310.0,42061
1628,PA,Indiana,1.0,1415.0,42063
1629,PA,Jefferson,2.0,562.0,42065
1630,PA,Lackawanna,3.0,2866.0,42069
1631,PA,Lancaster,4.0,2413.0,42071
1632,PA,Lawrence,2.0,586.0,42073
1633,PA,Lebanon,1.0,1424.0,42075
1634,PA,Lehigh,5.0,3967.0,42077
1635,PA,Luzerne,3.0,3818.0,42079
1636,PA,Lycoming,3.0,2682.0,42081
1637,PA,Mckean,2.0,473.0,42083
1638,PA,Mercer,4.0,2245.0,42085
1639,PA,Mifflin,1.0,519.0,42087
1640,PA,Monroe,2.0,521.0,42089
1641,PA,Montgomery,10.0,6025.0,42091
1642,PA,Montour,1.0,3869.0,42093
1643,PA,Northampton,3.0,1518.0,42095
1644,PA,Northumberland,1.0,135.0,42097
1645,PA,Philadelphia,17.0,13984.0,42101
1646,PA,Potter,1.0,438.0,42105
1647,PA,Schuylkill,3.0,1053.0,42107
1648,PA,Somerset,3.0,1192.0,42111
1649,PA,Susquehanna,2.0,396.0,42115
1650,PA,Union,1.0,611.0,42119
1651,PA,Venango,1.0,637.0,42121
1652,PA,Warren,1.0,497.0,42123
1653,PA,Washington,4.0,2153.0,42125
1654,PA,Wayne,1.0,529.0,42127
1655,PA,Westmoreland,3.0,1276.0,42129
1656,PA,Wyoming,1.0,96.0,42131
1657,PA,York,5.0,2644.0,42133
1658,RI,Kent,1.0,1344.0,44003
1659,RI,Newport,1.0,548.0,44005
1660,RI,Providence,7.0,5922.0,44007
1661,RI,Washington,2.0,2168.0,44009
1662,SC,Abbeville,1.0,85.0,45001
1663,SC,Aiken,1.0,960.0,45003
1664,SC,Allendale,1.0,50.0,45005
1665,SC,Anderson,1.0,1439.0,45007
1666,SC,Beaufort,2.0,2142.0,45013
1667,SC,Charleston,6.0,9130.0,45019
1668,SC,Cherokee,1.0,337.0,45021
1669,SC,Chester,1.0,173.0,45023
1670,SC,Chesterfield,1.0,361.0,45025
1671,SC,Colleton,1.0,405.0,45029
1672,SC,Darlington,2.0,549.0,45031
1673,SC,Dillon,1.0,359.0,45033
1674,SC,Edgefield,1.0,52.0,45037
1675,SC,Florence,3.0,3344.0,45041
1676,SC,Georgetown,2.0,886.0,45043
1677,SC,Greenville,7.0,7045.0,45045
1678,SC,Greenwood,1.0,1783.0,45047
1679,SC,Hampton,1.0,107.0,45049
1680,SC,Horry,3.0,3417.0,45051
1681,SC,Jasper,1.0,392.0,45053
1682,SC,Kershaw,1.0,792.0,45055
1683,SC,Lancaster,1.0,473.0,45057
1684,SC,Laurens,1.0,195.0,45059
1685,SC,Lexington,2.0,4954.0,45063
1686,SC,Marion,1.0,428.0,45067
1687,SC,Newberry,1.0,354.0,45071
1688,SC,Oconee,1.0,309.0,45073
1689,SC,Orangeburg,1.0,794.0,45075
1690,SC,Pickens,2.0,457.0,45077
1691,SC,Richland,3.0,3384.0,45079
1692,SC,Spartanburg,2.0,2813.0,45083
1693,SC,Sumter,1.0,331.0,45085
1694,SC,Union,1.0,172.0,45087
1695,SC,York,1.0,826.0,45091
1696,SD,Bon Homme,2.0,50.0,46009
1697,SD,Brookings,1.0,216.0,46011
1698,SD,Brown,2.0,805.0,46013
1699,SD,Brule,1.0,50.0,46015
1700,SD,Charles Mix,2.0,100.0,46023
1701,SD,Clay,1.0,53.0,46027
1702,SD,Codington,1.0,526.0,46029
1703,SD,Custer,1.0,50.0,46033
1704,SD,Davison,1.0,442.0,46035
1705,SD,Douglas,1.0,50.0,46043
1706,SD,Fall River,1.0,60.0,46047
1707,SD,Grant,1.0,62.0,46051
1708,SD,Gregory,2.0,86.0,46053
1709,SD,Hand,1.0,50.0,46059
1710,SD,Hughes,1.0,218.0,46065
1711,SD,Hutchinson,2.0,94.0,46067
1712,SD,Jerauld,1.0,50.0,46073
1713,SD,Lake,1.0,59.0,46079
1714,SD,Lawrence,2.0,414.0,46081
1715,SD,Marshall,1.0,50.0,46091
1716,SD,Meade,1.0,82.0,46093
1717,SD,Minnehaha,6.0,7768.0,46099
1718,SD,Pennington,4.0,3827.0,46103
1719,SD,Roberts,1.0,77.0,46109
1720,SD,Spink,1.0,78.0,46115
1721,SD,Todd,1.0,50.0,46121
1722,SD,Tripp,1.0,62.0,46123
1723,SD,Union,1.0,796.0,46127
1724,SD,Walworth,1.0,98.0,46129
1725,SD,Yankton,1.0,565.0,46135
1726,TN,Anderson,1.0,1268.0,47001
1727,TN,Bedford,1.0,297.0,47003
1728,TN,Benton,1.0,50.0,47005
1729,TN,Blount,1.0,1767.0,47009
1730,TN,Bradley,1.0,613.0,47011
1731,TN,Campbell,2.0,684.0,47013
1732,TN,Cannon,1.0,50.0,47015
1733,TN,Carroll,2.0,296.0,47017
1734,TN,Carter,1.0,472.0,47019
1735,TN,Cheatham,1.0,50.0,47021
1736,TN,Claiborne,1.0,229.0,47025
1737,TN,Clay,1.0,50.0,47027
1738,TN,Cocke,1.0,380.0,47029
1739,TN,Coffee,2.0,712.0,47031
1740,TN,Cumberland,1.0,1017.0,47035
1741,TN,Davidson,9.0,18403.0,47037
1742,TN,Decatur,1.0,50.0,47039
1743,TN,Dekalb,1.0,108.0,47041
1744,TN,Dickson,1.0,832.0,47043
1745,TN,Dyer,1.0,619.0,47045
1746,TN,Fentress,1.0,272.0,47049
1747,TN,Franklin,1.0,451.0,47051
1748,TN,Gibson,1.0,63.0,47053
1749,TN,Giles,1.0,262.0,47055
1750,TN,Greene,2.0,649.0,47059
1751,TN,Hamblen,2.0,1408.0,47063
1752,TN,Hamilton,3.0,8095.0,47065
1753,TN,Hancock,1.0,50.0,47067
1754,TN,Hardeman,1.0,50.0,47069
1755,TN,Hardin,1.0,290.0,47071
1756,TN,Hawkins,1.0,224.0,47073
1757,TN,Henderson,1.0,96.0,47077
1758,TN,Henry,1.0,592.0,47079
1759,TN,Hickman,1.0,84.0,47081
1760,TN,Humphreys,1.0,50.0,47085
1761,TN,Jefferson,1.0,318.0,47089
1762,TN,Knox,5.0,6774.0,47093
1763,TN,Lawrence,1.0,415.0,47099
1764,TN,Lincoln,1.0,230.0,47103
1765,TN,Loudon,1.0,395.0,47105
1766,TN,Macon,1.0,105.0,47111
1767,TN,Madison,2.0,2716.0,47113
1768,TN,Marshall,1.0,50.0,47117
1769,TN,Maury,1.0,481.0,47119
1770,TN,Mcminn,1.0,425.0,47107
1771,TN,Monroe,1.0,283.0,47123
1772,TN,Montgomery,1.0,1214.0,47125
1773,TN,Obion,1.0,306.0,47131
1774,TN,Overton,1.0,390.0,47133
1775,TN,Perry,1.0,50.0,47135
1776,TN,Putnam,1.0,1848.0,47141
1777,TN,Rhea,1.0,219.0,47143
1778,TN,Roane,1.0,387.0,47145
1779,TN,Robertson,1.0,531.0,47147
1780,TN,Rutherford,3.0,2528.0,47149
1781,TN,Sevier,1.0,666.0,47155
1782,TN,Shelby,7.0,8163.0,47157
1783,TN,Smith,1.0,214.0,47159
1784,TN,Sullivan,3.0,3436.0,47163
1785,TN,Sumner,2.0,1688.0,47165
1786,TN,Tipton,1.0,95.0,47167
1787,TN,Trousdale,1.0,50.0,47169
1788,TN,Unicoi,1.0,77.0,47171
1789,TN,Warren,1.0,492.0,47177
1790,TN,Washington,2.0,1588.0,47179
1791,TN,Wayne,1.0,68.0,47181
1792,TN,Weakley,1.0,242.0,47183
1793,TN,White,1.0,112.0,47185
1794,TN,Williamson,1.0,788.0,47187
1795,TN,Wilson,1.0,631.0,47189
1796,TX,Anderson,1.0,398.0,48001
1797,TX,Andrews,1.0,139.0,48003
1798,TX,Angelina,2.0,1355.0,48005
1799,TX,Atascosa,1.0,311.0,48013
1800,TX,Bailey,1.0,50.0,48017
1801,TX,Bastrop,1.0,50.0,48021
1802,TX,Baylor,1.0,70.0,48023
1803,TX,Bee,1.0,148.0,48025
1804,TX,Bell,3.0,5686.0,48027
1805,TX,Bexar,13.0,23421.0,48029
1806,TX,Bosque,1.0,65.0,48035
1807,TX,Bowie,2.0,1776.0,48037
1808,TX,Brazoria,3.0,783.0,48039
1809,TX,Brazos,4.0,2910.0,48041
1810,TX,Brewster,1.0,124.0,48043
1811,TX,Brown,1.0,497.0,48049
1812,TX,Burnet,2.0,703.0,48053
1813,TX,Caldwell,1.0,100.0,48055
1814,TX,Calhoun,1.0,137.0,48057
1815,TX,Cameron,4.0,3331.0,48061
1816,TX,Camp,1.0,125.0,48063
1817,TX,Chambers,2.0,50.0,48071
1818,TX,Cherokee,2.0,167.0,48073
1819,TX,Childress,1.0,123.0,48075
1820,TX,Coleman,1.0,91.0,48083
1821,TX,Collin,13.0,11722.0,48085
1822,TX,Colorado,3.0,200.0,48089
1823,TX,Comal,1.0,454.0,48091
1824,TX,Cooke,2.0,114.0,48097
1825,TX,Coryell,1.0,170.0,48099
1826,TX,Dallam,1.0,50.0,48111
1827,TX,Dallas,29.0,23668.0,48113
1828,TX,Dawson,1.0,50.0,48115
1829,TX,De Witt,2.0,250.0,48123
1830,TX,Deaf Smith,1.0,63.0,48117
1831,TX,Denton,9.0,5582.0,48121
1832,TX,Dimmit,1.0,50.0,48127
1833,TX,Eastland,1.0,85.0,48133
1834,TX,Ector,2.0,1945.0,48135
1835,TX,El Paso,9.0,7027.0,48141
1836,TX,Ellis,2.0,1151.0,48139
1837,TX,Erath,1.0,420.0,48143
1838,TX,Falls,1.0,151.0,48145
1839,TX,Fayette,1.0,187.0,48149
1840,TX,Floyd,1.0,64.0,48153
1841,TX,Fort Bend,6.0,4288.0,48157
1842,TX,Galveston,2.0,1194.0,48167
1843,TX,Gillespie,1.0,345.0,48171
1844,TX,Gonzales,1.0,56.0,48177
1845,TX,Gray,1.0,377.0,48179
1846,TX,Grayson,3.0,1923.0,48181
1847,TX,Gregg,3.0,2021.0,48183
1848,TX,Guadalupe,1.0,291.0,48187
1849,TX,Hale,1.0,476.0,48189
1850,TX,Hamilton,1.0,177.0,48193
1851,TX,Harris,42.0,35011.0,48201
1852,TX,Harrison,1.0,460.0,48203
1853,TX,Hays,2.0,1160.0,48209
1854,TX,Henderson,1.0,640.0,48213
1855,TX,Hidalgo,6.0,6454.0,48215
1856,TX,Hill,1.0,170.0,48217
1857,TX,Hockley,1.0,178.0,48219
1858,TX,Hood,1.0,586.0,48221
1859,TX,Hopkins,1.0,238.0,48223
1860,TX,Houston,1.0,88.0,48225
1861,TX,Howard,1.0,360.0,48227
1862,TX,Hunt,1.0,1038.0,48231
1863,TX,Hutchinson,1.0,99.0,48233
1864,TX,Jack,1.0,51.0,48237
1865,TX,Jasper,1.0,158.0,48241
1866,TX,Jefferson,3.0,2886.0,48245
1867,TX,Jim Wells,1.0,219.0,48249
1868,TX,Johnson,3.0,1726.0,48251
1869,TX,Jones,3.0,58.0,48253
1870,TX,Kaufman,1.0,205.0,48257
1871,TX,Kerr,1.0,775.0,48265
1872,TX,Kimble,1.0,50.0,48267
1873,TX,Kleberg,1.0,306.0,48273
1874,TX,Lamar,1.0,339.0,48277
1875,TX,Lamb,1.0,51.0,48279
1876,TX,Lampasas,1.0,90.0,48281
1877,TX,Limestone,2.0,139.0,48293
1878,TX,Llano,1.0,50.0,48299
1879,TX,Lubbock,5.0,4263.0,48303
1880,TX,Martin,1.0,50.0,48317
1881,TX,Matagorda,2.0,265.0,48321
1882,TX,Maverick,1.0,415.0,48323
1883,TX,Mclennan,2.0,4455.0,48309
1884,TX,Medina,1.0,140.0,48325
1885,TX,Midland,1.0,336.0,48329
1886,TX,Milam,2.0,55.0,48331
1887,TX,Mitchell,1.0,69.0,48335
1888,TX,Montague,1.0,66.0,48337
1889,TX,Montgomery,6.0,2554.0,48339
1890,TX,Moore,1.0,151.0,48341
1891,TX,Nacogdoches,2.0,1056.0,48347
1892,TX,Navarro,1.0,406.0,48349
1893,TX,Nolan,1.0,120.0,48353
1894,TX,Nueces,4.0,3717.0,48355
1895,TX,Palo Pinto,1.0,227.0,48363
1896,TX,Panola,1.0,62.0,48365
1897,TX,Parker,1.0,611.0,48367
1898,TX,Polk,1.0,242.0,48373
1899,TX,Potter,3.0,4207.0,48375
1900,TX,Reeves,1.0,87.0,48389
1901,TX,Rockwall,2.0,696.0,48397
1902,TX,Rusk,1.0,182.0,48401
1903,TX,Sabine,1.0,50.0,48403
1904,TX,San Patricio,1.0,115.0,48409
1905,TX,Scurry,1.0,50.0,48415
1906,TX,Smith,4.0,5706.0,48423
1907,TX,Somervell,1.0,51.0,48425
