,State,County,Hospital,Number of Completed Surveys,FIPS
3147,VA,Frederick,0.0,0.0,51069
3148,VA,Goochland,0.0,0.0,51075
3149,VA,Grayson,0.0,0.0,51077
3150,VA,Greene,0.0,0.0,51079
3151,VA,Greensville,0.0,0.0,51081
3152,VA,Henry,0.0,0.0,51089
3153,VA,Highland,0.0,0.0,51091
3154,VA,Isle Of Wight,0.0,0.0,51093
3155,VA,King And Queen,0.0,0.0,51097
3156,VA,King George,0.0,0.0,51099
3157,VA,King William,0.0,0.0,51101
3158,VA,Lee,0.0,0.0,51105
3159,VA,Louisa,0.0,0.0,51109
3160,VA,Lunenburg,0.0,0.0,51111
3161,VA,Madison,0.0,0.0,51113
3162,VA,Manassas Park City,0.0,0.0,51685
3163,VA,Mathews,0.0,0.0,51115
3164,VA,Middlesex,0.0,0.0,51119
3165,VA,Nelson,0.0,0.0,51125
3166,VA,New Kent,0.0,0.0,51127
3167,VA,Northampton,0.0,0.0,51131
3168,VA,Northumberland,0.0,0.0,51133
3169,VA,Nottoway,0.0,0.0,51135
3170,VA,Orange,0.0,0.0,51137
3171,VA,Patrick,0.0,0.0,51141
3172,VA,Pittsylvania,0.0,0.0,51143
3173,VA,Poquoson City,0.0,0.0,51735
3174,VA,Powhatan,0.0,0.0,51145
3175,VA,Prince George,0.0,0.0,51149
3176,VA,Radford City,0.0,0.0,51750
3177,VA,Rappahannock,0.0,0.0,51157
3178,VA,Richmond,0.0,0.0,51159
3179,VA,Roanoke,0.0,0.0,51161
3180,VA,Rockbridge,0.0,0.0,51163
3181,VA,Rockingham,0.0,0.0,51165
3182,VA,Scott,0.0,0.0,51169
3183,VA,Southampton,0.0,0.0,51175
3184,VA,Staunton City,0.0,0.0,51790
3185,VA,Surry,0.0,0.0,51181
3186,VA,Sussex,0.0,0.0,51183
3187,VA,Waynesboro City,0.0,0.0,51820
3188,VA,Westmoreland,0.0,0.0,51193
3189,VA,Williamsburg City,0.0,0.0,51830
3190,VA,York,0.0,0.0,51199
3191,VI,Saint Croix Island,0.0,0.0,78010
3192,VI,Saint John Island,0.0,0.0,78020
3193,VI,Saint Thomas Island,0.0,0.0,78030
3194,VT,Essex,0.0,0.0,50009
3195,VT,Grand Isle,0.0,0.0,50013
3196,WA,Douglas,0.0,0.0,53017
3197,WA,Ferry,0.0,0.0,53019
3198,WA,Garfield,0.0,0.0,53023
3199,WA,San Juan,0.0,0.0,53055
3200,WA,Skamania,0.0,0.0,53059
3201,WA,Wahkiakum,0.0,0.0,53069
3202,WI,Bayfield,0.0,0.0,55007
3203,WI,Buffalo,0.0,0.0,55011
3204,WI,Florence,0.0,0.0,55037
3205,WI,Forest,0.0,0.0,55041
3206,WI,Iron,0.0,0.0,55051
3207,WI,Kewaunee,0.0,0.0,55061
3208,WI,Marquette,0.0,0.0,55077
3209,WI,Menominee,0.0,0.0,55078
3210,WI,Pepin,0.0,0.0,55091
3211,WV,Brooke,0.0,0.0,54009
3212,WV,Calhoun,0.0,0.0,54013
3213,WV,Clay,0.0,0.0,54015
3214,WV,Doddridge,0.0,0.0,54017
3215,WV,Gilmer,0.0,0.0,54021
3216,WV,Hardy,0.0,0.0,54031
3217,WV,Lincoln,0.0,0.0,54043
3218,WV,Monroe,0.0,0.0,54063
3219,WV,Pendleton,0.0,0.0,54071
3220,WV,Pleasants,0.0,0.0,54073
3221,WV,Putnam,0.0,0.0,54079
3222,WV,Ritchie,0.0,0.0,54085
3223,WV,Summers,0.0,0.0,54089
3224,WV,Tucker,0.0,0.0,54093
3225,WV,Tyler,0.0,0.0,54095
3226,WV,Wayne,0.0,0.0,54099
3227,WV,Webster,0.0,0.0,54101
3228,WV,Wirt,0.0,0.0,54105
3229,WV,Wyoming,0.0,0.0,54109
3230,WY,Crook,0.0,0.0,56011
3231,WY,Johnson,0.0,0.0,56019
3232,WY,Niobrara,0.0,0.0,56027
3233,WY,Sublette,0.0,0.0,56035
3234,WY,Weston,0.0,0.0,56045
